gene	FDR	fold	add_variable	foldodwrot
SCO2098	0,891049558	1,225352113	M145vsMGM10	0,816091954
SCO6800	1,13E-12	0,265734266	M145vsMGM10	3,763157891
SCO2550	0,018697303	0,517482517	M145vsMGM10	1,932432434
SCO0194	0,014452013	0,524475524	M145vsMGM10	1,906666668
SCO2558	0,349780771	0,93006993	M145vsMGM10	1,07518797
SCO4423	0,155788296	0,965034965	M145vsMGM10	1,036231884
SCO3896	0,617648037	0,993055556	M145vsMGM10	1,006993007
SCO2005	0,607492607	1,013888889	M145vsMGM10	0,98630137
SCO3151	0,528230803	1,076388889	M145vsMGM10	0,929032258
SCO1846	1	1,097222222	M145vsMGM10	0,911392405
SCO2774	1	1,118055556	M145vsMGM10	0,894409938
SCO3651	1	1,291666667	M145vsMGM10	0,774193548
SCO5227	0,148433169	2,402777778	M145vsMGM10	0,416184971
SCO4424	0,009926209	0,489655172	M145vsMGM10	2,042253523
predicted RNA	1	0,593103448	M145vsMGM10	1,686046512
SCO0207	0,138508999	0,744827586	M145vsMGM10	1,342592593
SCO3325	0,0998683	0,8	M145vsMGM10	1,25
SCO5791	0,117192829	0,8	M145vsMGM10	1,25
SCO4115	0,221963508	1	M145vsMGM10	1
SCO6657	0,553243346	1,020689655	M145vsMGM10	0,97972973
SCO1780	0,609744954	1,172413793	M145vsMGM10	0,852941177
SCO0543	0,007396584	0,623287671	M145vsMGM10	1,604395605
predicted RNA	0,904350441	0,684931507	M145vsMGM10	1,46
SCO5544	0,009926209	0,808219178	M145vsMGM10	1,237288136
SCO2170	0,192869455	0,828767123	M145vsMGM10	1,206611571
SCO5475	0,192097097	0,863013699	M145vsMGM10	1,158730158
SCO0243	1	0,883561644	M145vsMGM10	1,131782946
SCO3380	0,402965838	0,993150685	M145vsMGM10	1,006896552
SCO2322	0,88064416	1,171232877	M145vsMGM10	0,853801169
SCO3569	0,786162366	1,178082192	M145vsMGM10	0,848837209
SCO0908	1	1,239726027	M145vsMGM10	0,806629835
predicted RNA	1	0,523809524	M145vsMGM10	1,909090908
SCO4747	0,185757911	0,741496599	M145vsMGM10	1,348623853
SCO5750	0,094096414	0,959183673	M145vsMGM10	1,042553192
SCO7773	0,537714484	0,972789116	M145vsMGM10	1,027972028
predicted RNA	1	1,108843537	M145vsMGM10	0,901840491
SCO7474	1	1,292517007	M145vsMGM10	0,77368421
SCO7385	0,298839811	0,817567568	M145vsMGM10	1,223140495
predicted RNA	0,639791272	0,817567568	M145vsMGM10	1,223140495
SCO6971	0,218393527	0,878378378	M145vsMGM10	1,138461539
SCO4228	0,29132211	0,905405405	M145vsMGM10	1,104477612
SCO5488	0,321673565	0,912162162	M145vsMGM10	1,096296296
SCO6768	0,257499022	1	M145vsMGM10	1
SCO4752	1	1,189189189	M145vsMGM10	0,840909091
SCO4185	1	1,581081081	M145vsMGM10	0,632478633
SCO5782	0,006046081	0,590604027	M145vsMGM10	1,693181818
SCO1637	0,087825957	0,765100671	M145vsMGM10	1,307017544
SCO6761	0,806477322	0,785234899	M145vsMGM10	1,273504274
SCO6592	0,427372527	0,852348993	M145vsMGM10	1,173228347
SCO1679	0,648429343	1,026845638	M145vsMGM10	0,973856209
SCO1461	0,670837159	1,053691275	M145vsMGM10	0,949044586
SCO1951	0,973169805	1,053691275	M145vsMGM10	0,949044586
SCO3014	0,972607966	1,060402685	M145vsMGM10	0,943037974
SCO4987	0,914941134	1,120805369	M145vsMGM10	0,892215569
SCO1771	0,829489985	1,127516779	M145vsMGM10	0,886904762
predicted RNA	1	0,56	M145vsMGM10	1,785714286
predicted RNA	0,273666329	0,66	M145vsMGM10	1,515151515
SCO3377	0,224536003	0,726666667	M145vsMGM10	1,376146788
SCO5636	0,104548493	0,773333333	M145vsMGM10	1,293103449
SCO2048	0,176198369	0,846666667	M145vsMGM10	1,181102362
predicted RNA	1	0,98	M145vsMGM10	1,020408163
SCO6752	0,364689118	1,066666667	M145vsMGM10	0,9375
SCO2356	0,796254773	1,126666667	M145vsMGM10	0,887573964
SCO6862	0,024856586	0,476821192	M145vsMGM10	2,097222222
SCO2335	0,048318808	0,655629139	M145vsMGM10	1,525252525
SCO6948	0,205614968	0,801324503	M145vsMGM10	1,247933885
SCO3420	0,339981096	0,847682119	M145vsMGM10	1,1796875
SCO4546	0,537863268	1,033112583	M145vsMGM10	0,967948718
SCO2069	0,748449646	1,099337748	M145vsMGM10	0,909638555
SCO6197	0,914322211	1,158940397	M145vsMGM10	0,862857143
SCO5473	5,61E-06	0,342105263	M145vsMGM10	2,923076924
predicted RNA	0,099502988	0,493421053	M145vsMGM10	2,026666665
SCO7446	0,11763787	0,684210526	M145vsMGM10	1,461538462
SCO4136	0,248791984	0,769736842	M145vsMGM10	1,299145299
SCO1966	0,106017059	0,809210526	M145vsMGM10	1,235772358
SCO3888	0,232180667	0,842105263	M145vsMGM10	1,1875
SCO4358	0,177940382	0,855263158	M145vsMGM10	1,169230769
SCO4230	0,5366646	1,039473684	M145vsMGM10	0,962025317
SCO3376	0,792361525	1,092105263	M145vsMGM10	0,915662651
SCO0770	0,003408923	0,450980392	M145vsMGM10	2,217391305
predicted RNA	1	0,555555556	M145vsMGM10	1,799999999
SCO5202	0,008235429	0,594771242	M145vsMGM10	1,681318681
SCO1041	0,025637783	0,699346405	M145vsMGM10	1,429906543
SCO6339	0,493615137	0,908496732	M145vsMGM10	1,100719424
SCO7772	0,364689118	0,921568627	M145vsMGM10	1,085106384
SCO2579	0,343561529	0,954248366	M145vsMGM10	1,047945205
SCO0525	0,397969354	1,013071895	M145vsMGM10	0,987096775
SCO5395	0,96231788	1,058823529	M145vsMGM10	0,944444445
SCO4825	0,933554089	1,176470588	M145vsMGM10	0,85
SCO4576	0,993135505	1,215686275	M145vsMGM10	0,822580645
SCO3971	0,899776866	1,274509804	M145vsMGM10	0,784615385
SCO6762	0,217832144	0,779220779	M145vsMGM10	1,283333334
SCO3566	0,193144907	0,896103896	M145vsMGM10	1,115942029
SCO7009	0,243789171	0,909090909	M145vsMGM10	1,1
SCO2836	0,228119506	0,987012987	M145vsMGM10	1,013157895
SCO0846	0,416084917	1,019480519	M145vsMGM10	0,98089172
SCO6104	0,923639191	1,175324675	M145vsMGM10	0,85082873
SCO6000	0,593314029	0,787096774	M145vsMGM10	1,270491804
SCO5388	0,124843729	0,8	M145vsMGM10	1,25
SCO7322	0,255608529	0,806451613	M145vsMGM10	1,24
SCO3559	0,153089722	0,832258065	M145vsMGM10	1,201550387
SCO3188	0,164654835	0,84516129	M145vsMGM10	1,183206107
predicted RNA	1	0,864516129	M145vsMGM10	1,156716418
SCOt44	1	0,864516129	M145vsMGM10	1,156716418
SCO2158	0,771844455	1,019354839	M145vsMGM10	0,981012658
SCO4009	0,062965246	1,038709677	M145vsMGM10	0,96273292
SCO2939	1	1,277419355	M145vsMGM10	0,782828283
predicted RNA	0,729705077	1,606451613	M145vsMGM10	0,62248996
SCO0799	0,520081462	2,24516129	M145vsMGM10	0,445402299
predicted RNA	0,838880452	0,525641026	M145vsMGM10	1,902439023
SCO2317	0,030492992	0,621794872	M145vsMGM10	1,608247422
SCO1262	0,224805631	0,891025641	M145vsMGM10	1,122302158
SCO4777	0,236277864	0,923076923	M145vsMGM10	1,083333333
SCO5167	0,95033555	1,211538462	M145vsMGM10	0,825396825
SCO5225	0,348276955	2,679487179	M145vsMGM10	0,373205742
SCO3867	0,244797851	0,624203822	M145vsMGM10	1,602040815
SCO5261	0,132846341	0,796178344	M145vsMGM10	1,256
predicted RNA	1	1,089171975	M145vsMGM10	0,918128655
SCO5735	0,844096557	1,280254777	M145vsMGM10	0,781094527
predicted RNA	0,13458371	0,411392405	M145vsMGM10	2,430769231
SCO5481	0,088132972	0,721518987	M145vsMGM10	1,385964913
SCO2052	0,158862886	0,778481013	M145vsMGM10	1,284552845
SCO1527	0,244125317	0,898734177	M145vsMGM10	1,112676057
SCO3704	0,317368783	0,962025316	M145vsMGM10	1,039473685
SCO3048	0,940245374	1,107594937	M145vsMGM10	0,902857143
SCO4215	2,55E-04	4,474683544	M145vsMGM10	0,223479491
SCO7146	0,004483321	0,408805031	M145vsMGM10	2,446153849
SCO6045	0,01318112	0,666666667	M145vsMGM10	1,499999999
predicted RNA	1	0,716981132	M145vsMGM10	1,394736842
SCO5082	0,07834858	0,742138365	M145vsMGM10	1,347457627
SCO4643	0,11367861	0,811320755	M145vsMGM10	1,232558139
SCO1959	0,216203061	0,874213836	M145vsMGM10	1,143884893
SCO2990	0,282273382	0,886792453	M145vsMGM10	1,127659574
SCO2893	0,303788005	0,962264151	M145vsMGM10	1,039215686
SCO5830	0,706518609	1,031446541	M145vsMGM10	0,969512195
SCO4282	1	1,113207547	M145vsMGM10	0,898305085
SCO7443	0,753771146	1,314465409	M145vsMGM10	0,76076555
SCO6478	0,200007534	0,75	M145vsMGM10	1,333333333
predicted RNA	0,41497614	0,7875	M145vsMGM10	1,26984127
SCO6808	0,364087822	0,825	M145vsMGM10	1,212121212
SCO5754	0,260618832	0,84375	M145vsMGM10	1,185185185
predicted RNA	0,550592867	0,85	M145vsMGM10	1,176470588
SCO3673	0,130239257	0,95	M145vsMGM10	1,052631579
predicted RNA	0,403414526	1,88125	M145vsMGM10	0,531561462
SCO0193	0,015752824	0,627329193	M145vsMGM10	1,594059405
predicted RNA	0,881917752	0,701863354	M145vsMGM10	1,424778761
SCO1929	0,123305441	0,807453416	M145vsMGM10	1,238461539
predicted RNA	1	0,807453416	M145vsMGM10	1,238461539
SCO1994	0,496087177	0,875776398	M145vsMGM10	1,141843971
SCO4403	0,194070621	0,888198758	M145vsMGM10	1,125874126
SCO6540	0,778707965	0,913043478	M145vsMGM10	1,095238096
SCO0499	1	1,347826087	M145vsMGM10	0,741935484
predicted RNA	0,496087177	0,5	M145vsMGM10	2
SCO5163	0,179737918	0,518518519	M145vsMGM10	1,928571427
SCO4797	0,048318808	0,802469136	M145vsMGM10	1,246153846
SCO5241	0,141422594	0,858024691	M145vsMGM10	1,165467626
SCO1997	0,163085922	0,87037037	M145vsMGM10	1,148936171
SCO4923	0,244094915	0,87037037	M145vsMGM10	1,148936171
SCO2915	0,269142567	0,882716049	M145vsMGM10	1,132867133
SCO1024	0,07256612	0,888888889	M145vsMGM10	1,125
SCO5733	0,571336883	0,99382716	M145vsMGM10	1,006211181
SCO7554	0,853491697	1,024691358	M145vsMGM10	0,975903614
SCO4165	1	1,043209877	M145vsMGM10	0,958579881
SCO5540	0,11113597	1,12345679	M145vsMGM10	0,89010989
SCO1758	0,729705077	1,209876543	M145vsMGM10	0,826530612
predicted RNA	0,969757056	0,429447853	M145vsMGM10	2,328571427
predicted RNA	0,094930202	0,478527607	M145vsMGM10	2,089743591
SCO1304	0,025113511	0,527607362	M145vsMGM10	1,895348837
SCO5863	0,13958148	0,773006135	M145vsMGM10	1,293650794
SCO1960	0,126745396	0,779141104	M145vsMGM10	1,283464567
SCO3410	0,178693708	0,828220859	M145vsMGM10	1,207407407
SCO0513	0,796938315	1	M145vsMGM10	1
SCO2650	0,933428974	0,987804878	M145vsMGM10	1,012345679
SCO6060	0,576645575	1,030487805	M145vsMGM10	0,970414201
SCO2127	0,673418673	1,079268293	M145vsMGM10	0,926553672
SCO5732	0,496671633	1,097560976	M145vsMGM10	0,911111111
SCO3095	1	1,237804878	M145vsMGM10	0,807881773
SCO5128	0,429146095	1,262195122	M145vsMGM10	0,792270531
SCO3074	1	1,323170732	M145vsMGM10	0,755760368
SCO0805	1	1,359756098	M145vsMGM10	0,735426009
SCO3605	0,10266908	0,581818182	M145vsMGM10	1,718749999
SCO6456	0,16860064	0,745454545	M145vsMGM10	1,341463415
SCO7323	0,295391171	0,83030303	M145vsMGM10	1,204379562
SCO7258	0,478648195	0,957575758	M145vsMGM10	1,044303797
SCO6644	0,479016255	1,054545455	M145vsMGM10	0,948275862
predicted RNA	0,70956389	1,8	M145vsMGM10	0,555555556
SCO4346	0,071930181	0,78313253	M145vsMGM10	1,276923077
SCO1557	0,111106639	0,795180723	M145vsMGM10	1,257575757
SCO6449	0,430597614	0,945783133	M145vsMGM10	1,05732484
SCO0598	0,912368688	0,963855422	M145vsMGM10	1,0375
SCO3129	0,362188534	0,969879518	M145vsMGM10	1,031055901
SCO4287	1	1,018072289	M145vsMGM10	0,982248521
SCO2784	0,172670361	2,614457831	M145vsMGM10	0,382488479
SCO2675	0,220533948	0,892215569	M145vsMGM10	1,120805369
predicted RNA	1	0,988023952	M145vsMGM10	1,012121212
SCO2897	1	1,784431138	M145vsMGM10	0,560402684
SCO7042	0,005008976	0,44047619	M145vsMGM10	2,270270273
SCO4096	0,034911306	0,660714286	M145vsMGM10	1,513513513
SCO6084	0,067181948	0,714285714	M145vsMGM10	1,400000001
SCO4113	0,191497517	0,773809524	M145vsMGM10	1,292307692
SCO6627	0,021368374	0,898809524	M145vsMGM10	1,112582781
SCO4688	0,502080693	0,904761905	M145vsMGM10	1,105263158
SCO3402	0,380733712	0,910714286	M145vsMGM10	1,098039215
SCO3086	0,269788049	0,93452381	M145vsMGM10	1,070063694
SCO2298	0,522600754	1,047619048	M145vsMGM10	0,954545454
SCO1319	1	1,553571429	M145vsMGM10	0,643678161
predicted RNA	1	0,520710059	M145vsMGM10	1,920454546
predicted RNA	1	1,094674556	M145vsMGM10	0,913513514
SCO2141	1	1,118343195	M145vsMGM10	0,894179894
SCO5424	0,847570466	1,136094675	M145vsMGM10	0,880208333
predicted RNA	1	1,301775148	M145vsMGM10	0,768181818
SCO2164	1,25E-04	0,452941176	M145vsMGM10	2,20779221
SCO3951	0,03782789	0,7	M145vsMGM10	1,428571429
SCO2085	0,299642503	0,835294118	M145vsMGM10	1,197183098
SCO2448	0,192476777	0,858823529	M145vsMGM10	1,164383562
SCO1500	0,568729954	1,011764706	M145vsMGM10	0,988372093
SCO3052	0,555159519	1,023529412	M145vsMGM10	0,977011494
SCO5474	0,871448589	1,147058824	M145vsMGM10	0,871794871
SCO3115	0,232319658	1,170588235	M145vsMGM10	0,854271357
SCO7154	1	1,264705882	M145vsMGM10	0,790697675
SCO3044	0,892727947	1,405882353	M145vsMGM10	0,711297071
SCO3538	0,030203947	0,637426901	M145vsMGM10	1,568807338
SCO1145	0,110695879	0,701754386	M145vsMGM10	1,425
SCO6001	0,733026487	0,894736842	M145vsMGM10	1,117647059
predicted RNA	1	0,929824561	M145vsMGM10	1,075471699
SCO5392	0,74244707	1,040935673	M145vsMGM10	0,960674157
SCO6493	0,147673227	0,691860465	M145vsMGM10	1,445378152
SCO3400	0,164655228	0,709302326	M145vsMGM10	1,409836065
SCO7318	0,076204907	0,86627907	M145vsMGM10	1,154362416
predicted RNA	1	1,343023256	M145vsMGM10	0,744588744
predicted RNA	0,613983199	1,709302326	M145vsMGM10	0,585034013
SCO2776	4,57E-04	0,520231214	M145vsMGM10	1,922222222
SCO6342	0,062015822	0,612716763	M145vsMGM10	1,632075472
SCO4245	0,121364625	0,710982659	M145vsMGM10	1,406504065
SCO2574	0,482559864	0,751445087	M145vsMGM10	1,33076923
SCO5753	0,210220324	0,895953757	M145vsMGM10	1,116129033
SCO2578	0,167842415	0,907514451	M145vsMGM10	1,101910828
SCO2004	0,196242674	1,092485549	M145vsMGM10	0,915343915
SCO3027	1	1,132947977	M145vsMGM10	0,882653061
SCO2211	0,006609948	0,58045977	M145vsMGM10	1,722772278
SCO4387	0,041179536	0,66091954	M145vsMGM10	1,513043479
SCO3117	0,0692829	0,666666667	M145vsMGM10	1,499999999
SCO5151	0,081828626	0,752873563	M145vsMGM10	1,328244275
predicted RNA	1	0,890804598	M145vsMGM10	1,122580645
SCO0495	1	1,109195402	M145vsMGM10	0,901554404
SCO3776	0,019836531	0,554285714	M145vsMGM10	1,804123712
SCO2237	0,058901239	0,617142857	M145vsMGM10	1,620370371
SCO4130	0,194408631	0,885714286	M145vsMGM10	1,129032258
predicted RNA	1	0,925714286	M145vsMGM10	1,080246913
SCO4438	0,215796971	1,017142857	M145vsMGM10	0,983146068
SCO1918	0,868156177	1,017142857	M145vsMGM10	0,983146068
SCO1214	0,843237572	1,022857143	M145vsMGM10	0,977653631
SCO2770	1	1,217142857	M145vsMGM10	0,821596244
SCO1431	0,104683157	0,5625	M145vsMGM10	1,777777778
SCO1443	0,314353737	0,931818182	M145vsMGM10	1,073170731
SCO6769	0,516872311	1,056818182	M145vsMGM10	0,946236559
SCO5709	1	1,073863636	M145vsMGM10	0,931216932
SCO1151	1	1,130681818	M145vsMGM10	0,884422111
SCO5212	0,708157686	1,164772727	M145vsMGM10	0,858536586
SCO4540	0,244536009	0,655367232	M145vsMGM10	1,525862068
SCO4164	0,086470526	0,768361582	M145vsMGM10	1,301470588
SCO7732	0,363441422	0,870056497	M145vsMGM10	1,14935065
SCO2761	0,445191494	1,04519774	M145vsMGM10	0,956756757
SCO5789	1	1,079096045	M145vsMGM10	0,926701571
SCO5425	0,288222805	1,163841808	M145vsMGM10	0,859223301
SCO4047	0,923453038	1,231638418	M145vsMGM10	0,811926606
SCO3628	0,005532374	0,47752809	M145vsMGM10	2,094117647
SCO0730	0,046573486	0,601123596	M145vsMGM10	1,663551401
SCO4158	0,20862543	0,848314607	M145vsMGM10	1,178807947
SCO4218	1	1,280898876	M145vsMGM10	0,780701755
SCO3037	0,887825541	1,320224719	M145vsMGM10	0,757446809
SCO1859	1	1,382022472	M145vsMGM10	0,723577236
SCO1850	1	1,595505618	M145vsMGM10	0,626760563
SCO1631	0,011756726	0,770949721	M145vsMGM10	1,297101449
SCO3818	0,484555366	1,05027933	M145vsMGM10	0,952127659
SCO3421	0,993852545	1,094972067	M145vsMGM10	0,913265306
SCO5576	1	1,139664804	M145vsMGM10	0,877450981
SCO6310	0,661067895	1,173184358	M145vsMGM10	0,852380952
SCO4928	0,530798334	0,933333333	M145vsMGM10	1,071428572
SCO4229	0,516708586	1	M145vsMGM10	1
SCO3622	0,545080149	1,088888889	M145vsMGM10	0,918367347
predicted RNA	0,140459782	0,403314917	M145vsMGM10	2,479452056
SCO5248	4,55E-04	0,419889503	M145vsMGM10	2,381578946
SCO2911	0,111335107	0,596685083	M145vsMGM10	1,675925926
predicted RNA	1	0,745856354	M145vsMGM10	1,34074074
predicted RNA	1	0,79558011	M145vsMGM10	1,256944445
SCO1483	0,535990442	1,425414365	M145vsMGM10	0,701550387
predicted RNA	0,202219771	0,340659341	M145vsMGM10	2,935483868
SCO3273	0,067181948	0,538461538	M145vsMGM10	1,857142859
predicted RNA	0,36400052	0,549450549	M145vsMGM10	1,820000001
SCO2584	0,096735618	0,769230769	M145vsMGM10	1,3
SCO5559	0,745044056	0,989010989	M145vsMGM10	1,011111111
SCO6269	1	1,28021978	M145vsMGM10	0,78111588
SCO2089	0,914322211	1,478021978	M145vsMGM10	0,676579926
predicted RNA	0,183884409	0,530054645	M145vsMGM10	1,886597937
predicted RNA	0,244536009	0,655737705	M145vsMGM10	1,525
SCO3800	0,177940382	0,983606557	M145vsMGM10	1,016666667
SCO5399	0,606109017	1,032786885	M145vsMGM10	0,968253968
SCO6764	0,230499329	1,109289617	M145vsMGM10	0,901477833
SCO2225	1	1,551912568	M145vsMGM10	0,644366197
predicted RNA	1	0,913043478	M145vsMGM10	1,095238096
SCO2807	0,997202264	1,10326087	M145vsMGM10	0,906403941
SCO2110	0,25503337	1,125	M145vsMGM10	0,888888889
SCO2669	0,339321019	1,173913043	M145vsMGM10	0,851851852
SCO5820	0,474355172	1,179347826	M145vsMGM10	0,847926267
SCO1665	0,786512443	1,179347826	M145vsMGM10	0,847926267
predicted RNA	1	1,195652174	M145vsMGM10	0,836363636
SCO1786	1	1,364130435	M145vsMGM10	0,733067729
SCO6632	0,021368374	0,6	M145vsMGM10	1,666666667
SCO1790	0,701684694	1,156756757	M145vsMGM10	0,864485981
SCO4690	1	1,291891892	M145vsMGM10	0,774058577
SCO7584	0,008752288	0,52688172	M145vsMGM10	1,897959185
SCO5507	0,44979915	0,73655914	M145vsMGM10	1,357664233
SCO4610	0,206109599	0,784946237	M145vsMGM10	1,273972602
SCO3693	0,305726753	0,913978495	M145vsMGM10	1,094117647
predicted RNA	1	0,989247312	M145vsMGM10	1,010869565
SCO0902	0,068173593	0,636363636	M145vsMGM10	1,571428572
SCO6776	0,175678984	0,780748663	M145vsMGM10	1,280821918
SCO2206	0,307235135	0,85026738	M145vsMGM10	1,176100628
SCO5862	0,206694664	0,877005348	M145vsMGM10	1,140243902
SCO5663	0,555159519	1,090909091	M145vsMGM10	0,916666667
predicted RNA	1	1,117647059	M145vsMGM10	0,894736842
SCO7463	0,96667973	1,336898396	M145vsMGM10	0,748
predicted RNA	0,463069908	1,882352941	M145vsMGM10	0,53125
SCO6008	0,577355718	1,031914894	M145vsMGM10	0,969072165
SCO5061	0,856363269	1,138297872	M145vsMGM10	0,878504673
SCO4138	1	1,159574468	M145vsMGM10	0,862385321
SCO3359	0,956767911	1,515957447	M145vsMGM10	0,659649123
SCO0744	0,170740012	0,735449735	M145vsMGM10	1,359712231
SCO1788	0,055643106	0,746031746	M145vsMGM10	1,340425532
SCO7173	0,014152015	0,798941799	M145vsMGM10	1,251655629
SCO1383	0,357610328	1	M145vsMGM10	1
SCO1073	0,485748755	1,010582011	M145vsMGM10	0,989528795
SCO5197	1	1,53968254	M145vsMGM10	0,649484536
predicted RNA	0,482559864	0,531578947	M145vsMGM10	1,88118812
SCO1315	0,321529627	0,931578947	M145vsMGM10	1,073446328
SCO3097	3,56E-04	0,445026178	M145vsMGM10	2,247058824
predicted RNA	0,299064488	0,565445026	M145vsMGM10	1,768518519
predicted RNA	1	1,586387435	M145vsMGM10	0,630363036
SCO4895	0,029774166	0,71875	M145vsMGM10	1,391304348
SCO1507	0,287370228	0,953125	M145vsMGM10	1,049180328
SCO1510	1	1,354166667	M145vsMGM10	0,738461538
SCO0498	0,929951172	1,432291667	M145vsMGM10	0,698181818
SCO3110	6,72E-38	0,202072539	M145vsMGM10	4,948717945
SCO3098	0,04456764	0,730569948	M145vsMGM10	1,368794327
SCO4491	0,07208214	0,792746114	M145vsMGM10	1,261437908
SCO5168	0,618369656	0,870466321	M145vsMGM10	1,148809524
SCO6027	0,399586544	0,92746114	M145vsMGM10	1,07821229
SCO5860	0,555159519	0,979274611	M145vsMGM10	1,021164022
SCO4137	0,876855891	1,207253886	M145vsMGM10	0,82832618
SCO6771	0,345204345	0,597938144	M145vsMGM10	1,672413794
SCO3558	0,032128333	0,675257732	M145vsMGM10	1,48091603
SCO4132	0,01738474	0,680412371	M145vsMGM10	1,46969697
SCO7112	0,072274811	0,793814433	M145vsMGM10	1,25974026
SCO1156	0,337745526	0,886597938	M145vsMGM10	1,127906977
SCO3000	0,252389492	0,917525773	M145vsMGM10	1,089887641
SCO2261	1	1,144329897	M145vsMGM10	0,873873874
SCO1787	1	1,402061856	M145vsMGM10	0,713235294
SCO2270	0,875474642	1,484536082	M145vsMGM10	0,673611111
SCOr04	0,094137116	0,441025641	M145vsMGM10	2,267441861
SCOr15	0,156961269	0,497435897	M145vsMGM10	2,01030928
predicted RNA	0,617648037	0,676923077	M145vsMGM10	1,477272727
SCO4294	0,214453408	0,697435897	M145vsMGM10	1,43382353
predicted RNA	1	0,825641026	M145vsMGM10	1,211180124
SCO5695	0,619943065	1,18974359	M145vsMGM10	0,840517241
SCO4609	0,057937771	0,760204082	M145vsMGM10	1,315436241
SCO5796	0,145144028	0,801020408	M145vsMGM10	1,248407644
SCO3181	0,387097872	0,964285714	M145vsMGM10	1,037037037
SCO5124	1	1,280612245	M145vsMGM10	0,780876494
SCO1516	1	1,612244898	M145vsMGM10	0,620253165
predicted RNA	0,056357339	0,233502538	M145vsMGM10	4,282608697
SCOr01	0,103827425	0,45177665	M145vsMGM10	2,213483145
SCO4431	0,03493038	0,614213198	M145vsMGM10	1,628099173
SCO2510	0,02031044	0,629441624	M145vsMGM10	1,588709678
SCO1316	0,286181522	0,934010152	M145vsMGM10	1,070652174
SCO5598	0,687719221	0,989847716	M145vsMGM10	1,01025641
SCO2576	0,388350259	1,015228426	M145vsMGM10	0,985
SCOr18	0,128781883	0,474747475	M145vsMGM10	2,106382978
SCOr10	0,15442767	0,494949495	M145vsMGM10	2,020408163
SCO3179	0,338960874	0,949494949	M145vsMGM10	1,05319149
SCO3353	1	1,181818182	M145vsMGM10	0,846153846
SCO1845	0,785066888	1,297979798	M145vsMGM10	0,770428016
SCO2084	1	1,424242424	M145vsMGM10	0,70212766
SCO6341	0,041725196	0,698492462	M145vsMGM10	1,431654677
SCO1544	0,151185556	0,824120603	M145vsMGM10	1,213414634
SCO1791	0,336984358	0,914572864	M145vsMGM10	1,093406594
SCO3894	0,059520575	0,939698492	M145vsMGM10	1,064171124
SCO2991	0,343804612	0,939698492	M145vsMGM10	1,064171124
SCO4967	1	1,140703518	M145vsMGM10	0,876651982
SCO3051	0,089032814	0,7	M145vsMGM10	1,428571429
SCO3155	0,15442767	0,81	M145vsMGM10	1,234567901
predicted RNA	1	0,895	M145vsMGM10	1,117318436
SCO5836	0,097475742	1,03	M145vsMGM10	0,970873786
SCO1806	0,085028408	1,045	M145vsMGM10	0,956937799
SCO7540	0,474228297	1,05	M145vsMGM10	0,952380952
SCO1508	0,550592867	1,145	M145vsMGM10	0,873362445
SCO0459	1	1,45	M145vsMGM10	0,689655172
SCO0489	1	1,455	M145vsMGM10	0,687285223
SCOr07	0,155788296	0,492537313	M145vsMGM10	2,030303032
SCO0220	0,155948276	0,766169154	M145vsMGM10	1,305194806
SCO2534	0,248443323	0,860696517	M145vsMGM10	1,161849712
SCO5865	0,882282729	1,074626866	M145vsMGM10	0,930555555
predicted RNA	0,807701451	0,717821782	M145vsMGM10	1,393103449
predicted RNA	0,254329238	0,856435644	M145vsMGM10	1,167630057
SCO5397	0,011689271	0,871287129	M145vsMGM10	1,147727272
SCO0597	2,88E-07	0,290640394	M145vsMGM10	3,440677967
SCO1808	0,153089722	0,724137931	M145vsMGM10	1,380952381
SCO5721	0,1026856	0,753694581	M145vsMGM10	1,326797386
SCO1389	0,09474769	0,773399015	M145vsMGM10	1,29299363
SCO6763	0,418961253	0,926108374	M145vsMGM10	1,079787234
SCO4034	0,880963583	1,088669951	M145vsMGM10	0,918552036
SCO6501	1	1,197044335	M145vsMGM10	0,835390946
predicted RNA	0,436805019	0,637254902	M145vsMGM10	1,569230769
SCO3977	0,110508314	0,803921569	M145vsMGM10	1,243902438
SCO3226	0,715547472	1,093137255	M145vsMGM10	0,914798206
SCO3395	0,621779861	1,12745098	M145vsMGM10	0,886956522
SCO5803	1	1,161764706	M145vsMGM10	0,860759494
SCO4921	0,388177021	1,230392157	M145vsMGM10	0,812749004
SCO4912	1	1,416666667	M145vsMGM10	0,705882353
SCO5206	0,067181948	0,643902439	M145vsMGM10	1,553030303
SCO7730	0,658010606	1,014634146	M145vsMGM10	0,985576923
SCO6515	0,028303282	0,611650485	M145vsMGM10	1,634920636
SCO2074	0,305726753	0,951456311	M145vsMGM10	1,051020408
SCO3578	0,3581408	1,121359223	M145vsMGM10	0,891774892
SCO1439	1	1,247572816	M145vsMGM10	0,80155642
SCO4324	1	1,45631068	M145vsMGM10	0,686666666
predicted RNA	0,27222794	0,657004831	M145vsMGM10	1,522058823
SCO4473	0,058521318	0,734299517	M145vsMGM10	1,361842105
SCO2301	0,104683157	0,816425121	M145vsMGM10	1,224852071
SCO2771	0,167104522	0,879227053	M145vsMGM10	1,137362638
predicted RNA	1	0,90821256	M145vsMGM10	1,10106383
SCO5039	0,080234424	0,961352657	M145vsMGM10	1,040201005
predicted RNA	1	0,966183575	M145vsMGM10	1,035
SCO1848	0,618644335	1,342995169	M145vsMGM10	0,744604317
SCO3072	0,982352573	1,434782609	M145vsMGM10	0,696969697
