"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_32840",-0.02,0.9598972,"ECF42 sigma factor",7285151,7285381,"+"
"vnz_33470",-0.02,0.9562426,"ECF42 sigma factor",7432690,7433427,"+"
"vnz_34860",-0.02,0.9598825,"ECF42 sigma factor",7753384,7753743,"-"
"vnz_03625",-0.02,0.962747,"ECF42 sigma factor",871353,871787,"-"
"vnz_32345",-0.02,0.9635215,"ECF42 sigma factor",7163828,7164670,"-"
"vnz_26930",-0.02,0.9642406,"ECF42 sigma factor",5901977,5903398,"+"
"vnz_22100",-0.02,0.965553,"ECF42 sigma factor",4819561,4820676,"-"
"vnz_35320",-0.02,0.9685987,"ECF42 sigma factor",7869748,7870848,"-"
"vnz_27070",-0.02,0.9741748,"ECF42 sigma factor",5934983,5936473,"+"
"vnz_24160",-0.02,0.9751207,"ECF42 sigma factor",5261546,5262589,"-"
"vnz_04430",-0.02,0.9809081,"ECF42 sigma factor",1044931,1045917,"-"
"vnz_20265",-0.02,0.9827998,"ECF42 sigma factor",4442901,4443635,"-"
"vnz_29610",-0.02,0.9849278,"ECF42 sigma factor",6521477,6521995,"+"
"vnz_19705",-0.02,0.9878706,"ECF42 sigma factor",4328393,4328776,"-"
"vnz_30545",-0.02,0.9891455,"ECF42 sigma factor",6740899,6741294,"-"
"vnz_26710",-0.03,0.6296753,"ECF42 sigma factor",5847349,5852835,"+"
"vnz_17535",-0.03,0.6331102,"ECF42 sigma factor",3873486,3875603,"+"
"vnz_11335",-0.03,0.6599671,"ECF42 sigma factor",2503334,2503696,"-"
"vnz_11690",-0.03,0.701348,"ECF42 sigma factor",2589902,2590912,"-"
"vnz_23635",-0.03,0.7037037,"ECF42 sigma factor",5144887,5145888,"-"
"vnz_26585",-0.03,0.7096643,"ECF42 sigma factor",5812493,5815954,"-"
"vnz_16050",-0.03,0.7104425,"ECF42 sigma factor",3570309,3570848,"-"
"vnz_14865",-0.03,0.713625,"ECF42 sigma factor",3308869,3309903,"-"
"vnz_13250",-0.03,0.7177738,"ECF42 sigma factor",2942085,2944403,"-"
"vnz_22010",-0.03,0.7223289,"ECF42 sigma factor",4791332,4791904,"+"
"vnz_18015",-0.03,0.722957,"ECF42 sigma factor",3979335,3980435,"+"
"vnz_14495",-0.03,0.7234841,"ECF42 sigma factor",3222613,3223587,"+"
"vnz_17950",-0.03,0.7261022,"ECF42 sigma factor",3962628,3965258,"-"
"vnz_19410",-0.03,0.7424701,"ECF42 sigma factor",4272155,4272727,"+"
"vnz_14455",-0.03,0.7466909,"ECF42 sigma factor",3213369,3216266,"-"
"vnz_12990",-0.03,0.7468221,"ECF42 sigma factor",2890195,2890668,"+"
"vnz_04810",-0.03,0.7521447,"ECF42 sigma factor",1129736,1130122,"+"
"vnz_21975",-0.03,0.7575343,"ECF42 sigma factor",4783849,4784946,"-"
"vnz_16930",-0.03,0.7589083,"ECF42 sigma factor",3758506,3759081,"-"
"vnz_11670",-0.03,0.7621332,"ECF42 sigma factor",2584228,2585745,"-"
"vnz_11240",-0.03,0.7622149,"ECF42 sigma factor",2483355,2484122,"+"
"vnz_13685",-0.03,0.7636726,"ECF42 sigma factor",3056263,3057465,"+"
"vnz_16165",-0.03,0.7649128,"ECF42 sigma factor",3594680,3595348,"-"
"vnz_13930",-0.03,0.7653865,"ECF42 sigma factor",3112055,3112906,"+"
"vnz_12015",-0.03,0.7663915,"ECF42 sigma factor",2667329,2668657,"+"
"vnz_13225",-0.03,0.7676136,"ECF42 sigma factor",2935234,2935659,"-"
"vnz_10640",-0.03,0.7681076,"ECF42 sigma factor",2347873,2349069,"-"
"vnz_18090",-0.03,0.7701045,"ECF42 sigma factor",4000763,4001794,"-"
"vnz_26590",-0.03,0.7709182,"ECF42 sigma factor",5816172,5817005,"-"
"vnz_20850",-0.03,0.772286,"ECF42 sigma factor",4566859,4568409,"+"
"vnz_06665",-0.03,0.7725664,"ECF42 sigma factor",1530494,1531336,"-"
"vnz_11405",-0.03,0.7728134,"ECF42 sigma factor",2517191,2517934,"-"
"vnz_27080",-0.03,0.7741921,"ECF42 sigma factor",5938332,5939513,"-"
"vnz_26260",-0.03,0.7752112,"ECF42 sigma factor",5735260,5736366,"+"
"vnz_07030",-0.03,0.7765831,"ECF42 sigma factor",1610509,1611282,"-"
"vnz_22505",-0.03,0.7778873,"ECF42 sigma factor",4907570,4909282,"+"
"vnz_29510",-0.03,0.7789066,"ECF42 sigma factor",6500717,6501667,"+"
"vnz_21260",-0.03,0.7806234,"ECF42 sigma factor",4663329,4664528,"-"
"vnz_05550",-0.03,0.7829156,"ECF42 sigma factor",1292081,1292638,"+"
"vnz_14395",-0.03,0.7869915,"ECF42 sigma factor",3199881,3200147,"+"
"vnz_25205",-0.03,0.787272,"ECF42 sigma factor",5491313,5492314,"+"
"vnz_10750",-0.03,0.7926874,"ECF42 sigma factor",2370906,2371520,"-"
"vnz_09075",-0.03,0.8006268,"ECF42 sigma factor",2068072,2068986,"-"
"vnz_27350",-0.03,0.8015991,"ECF42 sigma factor",6011179,6011952,"-"
"vnz_29450",-0.03,0.8016804,"ECF42 sigma factor",6489442,6490752,"-"
"vnz_09610",-0.03,0.8020793,"ECF42 sigma factor",2182814,2183806,"-"
"vnz_24425",-0.03,0.8040038,"ECF42 sigma factor",5315123,5315623,"+"
"vnz_09935",-0.03,0.8082861,"ECF42 sigma factor",2245722,2246273,"-"
"vnz_15535",-0.03,0.8131783,"ECF42 sigma factor",3459029,3459589,"-"
"vnz_18680",-0.03,0.8145223,"ECF42 sigma factor",4121006,4121944,"-"
"vnz_20415",-0.03,0.8164201,"ECF42 sigma factor",4474819,4475823,"-"
"vnz_24210",-0.03,0.8173209,"ECF42 sigma factor",5272873,5273637,"-"
"vnz_22270",-0.03,0.8175057,"ECF42 sigma factor",4860140,4860433,"+"
"vnz_17530",-0.03,0.8183494,"ECF42 sigma factor",3871519,3873327,"-"
"vnz_36115",-0.03,0.8199426,"ECF42 sigma factor",8054027,8054848,"-"
"vnz_22585",-0.03,0.8305422,"ECF42 sigma factor",4922811,4923011,"-"
"vnz_08315",-0.03,0.8312692,"ECF42 sigma factor",1898043,1898456,"-"
"vnz_30985",-0.03,0.8328187,"ECF42 sigma factor",6851101,6851988,"-"
"vnz_10605",-0.03,0.8338753,"ECF42 sigma factor",2341472,2341651,"-"
"vnz_09910",-0.03,0.8383554,"ECF42 sigma factor",2239298,2239927,"+"
"vnz_00755",-0.03,0.8399909,"ECF42 sigma factor",169546,171282,"+"
"vnz_03660",-0.03,0.843254,"ECF42 sigma factor",882305,882652,"-"
"vnz_17350",-0.03,0.8448292,"ECF42 sigma factor",3835318,3836031,"-"
"vnz_01335",-0.03,0.8501026,"ECF42 sigma factor",297140,297805,"-"
"vnz_25645",-0.03,0.8513783,"ECF42 sigma factor",5607817,5608344,"+"
"vnz_07850",-0.03,0.8529768,"ECF42 sigma factor",1793181,1793750,"+"
"vnz_03525",-0.03,0.8555313,"ECF42 sigma factor",845531,847066,"-"
"vnz_25455",-0.03,0.8565045,"ECF42 sigma factor",5561595,5563358,"+"
"vnz_23460",-0.03,0.8587785,"ECF42 sigma factor",5103811,5104260,"+"
"vnz_31005",-0.03,0.8596917,"ECF42 sigma factor",6855626,6856246,"+"
"vnz_28370",-0.03,0.8628978,"ECF42 sigma factor",6230637,6231623,"+"
"vnz_00845",-0.03,0.8643928,"ECF42 sigma factor",189806,190447,"-"
"vnz_26055",-0.03,0.8680281,"ECF42 sigma factor",5691069,5691653,"+"
"vnz_33685",-0.03,0.8706057,"ECF42 sigma factor",7480501,7481196,"+"
"vnz_31340",-0.03,0.8721792,"ECF42 sigma factor",6934541,6935473,"+"
"vnz_32785",-0.03,0.8730155,"ECF42 sigma factor",7271452,7272477,"+"
"vnz_23455",-0.03,0.8757589,"ECF42 sigma factor",5103573,5103752,"+"
"vnz_36145",-0.03,0.882041,"ECF42 sigma factor",8059259,8060065,"+"
"vnz_17095",-0.03,0.8844637,"ECF42 sigma factor",3786591,3787226,"-"
"vnz_03210",-0.03,0.8863048,"ECF42 sigma factor",783613,784155,"-"
"vnz_13880",-0.03,0.8867035,"ECF42 sigma factor",3103298,3103783,"+"
"vnz_29105",-0.03,0.8886291,"ECF42 sigma factor",6411432,6412058,"+"
"vnz_04550",-0.03,0.8887492,"ECF42 sigma factor",1069969,1070649,"-"
"vnz_02710",-0.03,0.8922535,"ECF42 sigma factor",652319,652528,"-"
"vnz_29310",-0.03,0.8946795,"ECF42 sigma factor",6455190,6456212,"-"
"vnz_14790",-0.03,0.8960607,"ECF42 sigma factor",3289146,3290681,"-"
"vnz_36665",-0.03,0.9098714,"ECF42 sigma factor",8206483,8206743,"+"
"vnz_33075",-0.03,0.9105962,"ECF42 sigma factor",7336402,7336707,"-"
"vnz_07200",-0.03,0.911763,"ECF42 sigma factor",1650915,1651628,"-"
"vnz_34380",-0.03,0.9118092,"ECF42 sigma factor",7630145,7630741,"+"
"vnz_36220",-0.03,0.9130084,"ECF42 sigma factor",8074548,8077625,"-"
"vnz_20050",-0.03,0.9141368,"ECF42 sigma factor",4396634,4397551,"-"
"vnz_18905",-0.03,0.9141689,"ECF42 sigma factor",4162157,4162561,"-"
"vnz_00010",-0.03,0.9160066,"ECF42 sigma factor",1093,1605,"+"
"vnz_04315",-0.03,0.9203691,"ECF42 sigma factor",1023542,1025209,"+"
"vnz_34195",-0.03,0.9224992,"ECF42 sigma factor",7586683,7587948,"-"
"vnz_18460",-0.03,0.9263648,"ECF42 sigma factor",4077779,4078774,"+"
"vnz_14315",-0.03,0.9279118,"ECF42 sigma factor",3174227,3175123,"-"
"vnz_19260",-0.03,0.9310593,"ECF42 sigma factor",4243393,4244367,"-"
"vnz_22710",-0.03,0.947078,"ECF42 sigma factor",4948037,4949455,"+"
"vnz_20350",-0.03,0.9547895,"ECF42 sigma factor",4460396,4461373,"+"
"vnz_21630",-0.03,0.9788394,"ECF42 sigma factor",4731065,4732306,"+"
"vnz_12820",-0.03,0.9390874,"ECF42 sigma factor",2857357,2858019,"-"
"vnz_34555",-0.03,0.9432938,"ECF42 sigma factor",7667648,7670383,"-"
"vnz_30680",-0.03,0.9482724,"ECF42 sigma factor",6772789,6773421,"+"
"vnz_01560",-0.03,0.951282,"ECF42 sigma factor",355216,356199,"+"
"vnz_31405",-0.03,0.9529461,"ECF42 sigma factor",6947656,6949143,"+"
"vnz_23035",-0.03,0.9567964,"ECF42 sigma factor",5014459,5015706,"-"
"vnz_29795",-0.03,0.9574771,"ECF42 sigma factor",6560604,6561806,"-"
"vnz_29430",-0.03,0.9590173,"ECF42 sigma factor",6483496,6484092,"+"
"vnz_33630",-0.03,0.9597431,"ECF42 sigma factor",7467779,7468999,"+"
"vnz_07270",-0.03,0.9714084,"ECF42 sigma factor",1663045,1663236,"-"
"vnz_33420",-0.03,0.9776986,"ECF42 sigma factor",7420863,7421567,"-"
"vnz_35190",-0.03,0.9808979,"ECF42 sigma factor",7837094,7837408,"+"
"vnz_35260",-0.03,0.9835448,"ECF42 sigma factor",7853401,7854354,"+"
"vnz_04425",-0.03,0.9854374,"ECF42 sigma factor",1044623,1044934,"-"
"vnz_03550",-0.04,0.5780072,"ECF42 sigma factor",850801,851478,"-"
"vnz_14580",-0.04,0.5850318,"ECF42 sigma factor",3241760,3243652,"-"
"vnz_30170",-0.04,0.5945565,"ECF42 sigma factor",6652343,6653149,"-"
"vnz_16920",-0.04,0.5965849,"ECF42 sigma factor",3757057,3757911,"+"
"vnz_19610",-0.04,0.6095038,"ECF42 sigma factor",4309057,4310457,"+"
"vnz_08680",-0.04,0.6123375,"ECF42 sigma factor",1978714,1979565,"+"
"vnz_16335",-0.04,0.6129348,"ECF42 sigma factor",3634180,3634830,"-"
"vnz_14900",-0.04,0.614525,"ECF42 sigma factor",3314782,3317520,"-"
"vnz_07230",-0.04,0.614842,"ECF42 sigma factor",1656688,1657680,"+"
"vnz_08515",-0.04,0.6160983,"ECF42 sigma factor",1940911,1941639,"-"
"vnz_17555",-0.04,0.6202143,"ECF42 sigma factor",3878951,3879463,"-"
"vnz_16040",-0.04,0.6265707,"ECF42 sigma factor",3567403,3568008,"-"
"vnz_25510",-0.04,0.6350692,"ECF42 sigma factor",5573018,5573707,"+"
"vnz_24500",-0.04,0.6375379,"ECF42 sigma factor",5329337,5329522,"-"
"vnz_24550",-0.04,0.6498818,"ECF42 sigma factor",5346558,5347295,"-"
"vnz_24545",-0.04,0.6525534,"ECF42 sigma factor",5345443,5346528,"-"
"vnz_19420",-0.04,0.656474,"ECF42 sigma factor",4273240,4274205,"+"
"vnz_03560",-0.04,0.6596069,"ECF42 sigma factor",852770,853693,"+"
"vnz_10330",-0.04,0.6650456,"ECF42 sigma factor",2301189,2301815,"-"
"vnz_15465",-0.04,0.6665748,"ECF42 sigma factor",3446942,3447643,"-"
"vnz_05385",-0.04,0.6679138,"ECF42 sigma factor",1257128,1258390,"-"
"vnz_22275",-0.04,0.6742493,"ECF42 sigma factor",4860448,4861632,"+"
"vnz_08475",-0.04,0.6774583,"ECF42 sigma factor",1931424,1932365,"-"
"vnz_13400",-0.04,0.6798643,"ECF42 sigma factor",2977735,2978973,"-"
"vnz_06805",-0.04,0.685233,"ECF42 sigma factor",1561205,1561906,"-"
"vnz_14605",-0.04,0.6945496,"ECF42 sigma factor",3250383,3251288,"-"
"vnz_18175",-0.04,0.6947301,"ECF42 sigma factor",4016240,4017364,"-"
"vnz_29190",-0.04,0.6978772,"ECF42 sigma factor",6431749,6432471,"+"
"vnz_19080",-0.04,0.7024281,"ECF42 sigma factor",4199225,4200409,"-"
"vnz_10625",-0.04,0.7030745,"ECF42 sigma factor",2344273,2344488,"+"
"vnz_12495",-0.04,0.7070017,"ECF42 sigma factor",2776252,2779995,"-"
"vnz_06170",-0.04,0.7072641,"ECF42 sigma factor",1426770,1427762,"+"
"vnz_19395",-0.04,0.7135359,"ECF42 sigma factor",4269526,4270212,"+"
"vnz_12040",-0.04,0.7158107,"ECF42 sigma factor",2675135,2677972,"+"
"vnz_23790",-0.04,0.7240358,"ECF42 sigma factor",5173727,5176552,"-"
"vnz_25635",-0.04,0.7342952,"ECF42 sigma factor",5602856,5605696,"+"
"vnz_04795",-0.04,0.7351075,"ECF42 sigma factor",1125216,1125626,"-"
"vnz_04140",-0.04,0.7379543,"ECF42 sigma factor",983265,984245,"-"
"vnz_22205",-0.04,0.7388226,"ECF42 sigma factor",4846424,4847881,"+"
"vnz_22855",-0.04,0.7389158,"ECF42 sigma factor",4979137,4980018,"+"
"vnz_34325",-0.04,0.7433016,"ECF42 sigma factor",7619338,7619724,"+"
"vnz_12925",-0.04,0.743866,"ECF42 sigma factor",2877485,2878951,"-"
"vnz_07980",-0.04,0.7461103,"ECF42 sigma factor",1818583,1821228,"+"
"vnz_20965",-0.04,0.7463051,"ECF42 sigma factor",4595092,4596279,"-"
"vnz_11085",-0.04,0.7466287,"ECF42 sigma factor",2446392,2447111,"-"
"vnz_04265",-0.04,0.748432,"ECF42 sigma factor",1014340,1015500,"+"
"vnz_19405",-0.04,0.7497976,"ECF42 sigma factor",4270994,4271926,"+"
"vnz_16490",-0.04,0.7516239,"ECF42 sigma factor",3668235,3669530,"+"
"vnz_26745",-0.04,0.7521436,"ECF42 sigma factor",5860749,5861132,"+"
"vnz_00840",-0.04,0.7556547,"ECF42 sigma factor",188903,189793,"+"
"vnz_25235",-0.04,0.7558259,"ECF42 sigma factor",5500606,5502177,"-"
"vnz_25000",-0.04,0.7607495,"ECF42 sigma factor",5441454,5441747,"+"
"vnz_20090",-0.04,0.7626439,"ECF42 sigma factor",4409392,4410108,"-"
"vnz_07385",-0.04,0.7626784,"ECF42 sigma factor",1688681,1689766,"-"
"vnz_23265",-0.04,0.7642291,"ECF42 sigma factor",5064205,5064870,"-"
"vnz_24005",-0.04,0.7695786,"ECF42 sigma factor",5227764,5228315,"-"
"vnz_23335",-0.04,0.7750611,"ECF42 sigma factor",5077875,5079245,"-"
"vnz_01050",-0.04,0.7798916,"ECF42 sigma factor",235213,236646,"-"
"vnz_12470",-0.04,0.7805661,"ECF42 sigma factor",2770785,2771714,"+"
"vnz_02065",-0.04,0.7808903,"ECF42 sigma factor",465197,465493,"-"
"vnz_01110",-0.04,0.7848798,"ECF42 sigma factor",247023,247754,"+"
"vnz_05555",-0.04,0.785988,"ECF42 sigma factor",1292990,1293403,"-"
"vnz_28310",-0.04,0.7936753,"ECF42 sigma factor",6207755,6209839,"-"
"vnz_32625",-0.04,0.7938957,"ECF42 sigma factor",7230178,7230600,"+"
"vnz_22070",-0.04,0.7941311,"ECF42 sigma factor",4812918,4813706,"+"
"vnz_22640",-0.04,0.8035394,"ECF42 sigma factor",4932510,4933469,"-"
"vnz_13045",-0.04,0.8052616,"ECF42 sigma factor",2899947,2900420,"+"
"vnz_15505",-0.04,0.8077667,"ECF42 sigma factor",3454569,3455519,"+"
"vnz_31100",-0.04,0.8129148,"ECF42 sigma factor",6876617,6877141,"-"
"vnz_04495",-0.04,0.8142838,"ECF42 sigma factor",1061892,1062539,"-"
"vnz_10860",-0.04,0.8144741,"ECF42 sigma factor",2394360,2394563,"-"
"vnz_29025",-0.04,0.8150129,"ECF42 sigma factor",6397661,6398467,"+"
"vnz_20930",-0.04,0.830527,"ECF42 sigma factor",4585779,4586792,"-"
"vnz_21970",-0.04,0.8305712,"ECF42 sigma factor",4782406,4783737,"-"
"vnz_01595",-0.04,0.8329288,"ECF42 sigma factor",364372,365043,"+"
"vnz_33580",-0.04,0.8363102,"ECF42 sigma factor",7456983,7459067,"+"
"vnz_36270",-0.04,0.8374472,"ECF42 sigma factor",8095288,8096154,"+"
"vnz_07300",-0.04,0.8425887,"ECF42 sigma factor",1668263,1669153,"+"
"vnz_05775",-0.04,0.8474431,"ECF42 sigma factor",1334297,1335310,"+"
"vnz_14770",-0.04,0.8530958,"ECF42 sigma factor",3285884,3286957,"+"
"vnz_16965",-0.04,0.8595659,"ECF42 sigma factor",3764149,3765459,"-"
"vnz_33265",-0.04,0.8599448,"ECF42 sigma factor",7383691,7386315,"+"
"vnz_05090",-0.04,0.8608403,"ECF42 sigma factor",1195040,1195735,"+"
"vnz_22560",-0.04,0.869129,"ECF42 sigma factor",4918302,4919297,"+"
"vnz_01340",-0.04,0.8835664,"ECF42 sigma factor",297884,298234,"+"
"vnz_01705",-0.04,0.8840123,"ECF42 sigma factor",389500,389973,"-"
"vnz_32260",-0.04,0.8863769,"ECF42 sigma factor",7149797,7150696,"-"
"vnz_06635",-0.04,0.889132,"ECF42 sigma factor",1519749,1520708,"-"
"vnz_26135",-0.04,0.8984646,"ECF42 sigma factor",5714210,5714935,"-"
"vnz_20280",-0.04,0.9009427,"ECF42 sigma factor",4446580,4447326,"+"
"vnz_19295",-0.04,0.9044895,"ECF42 sigma factor",4251441,4252283,"-"
"vnz_27090",-0.04,0.9342381,"ECF42 sigma factor",5941413,5942771,"+"
"vnz_31985",-0.04,0.9386084,"ECF42 sigma factor",7075632,7076873,"+"
"vnz_17405",-0.04,0.9416328,"ECF42 sigma factor",3843852,3844409,"+"
"vnz_31015",-0.04,0.9423874,"ECF42 sigma factor",6857253,6858737,"+"
"vnz_30185",-0.04,0.9494545,"ECF42 sigma factor",6656215,6656955,"-"
"vnz_32665",-0.04,0.9545948,"ECF42 sigma factor",7239101,7240021,"-"
"vnz_16380",-0.04,0.9670638,"ECF42 sigma factor",3642851,3643699,"-"
"vnz_16075",-0.05,0.4892369,"ECF42 sigma factor",3575490,3577160,"+"
"vnz_13680",-0.05,0.4946368,"ECF42 sigma factor",3055246,3056004,"+"
"vnz_18010",-0.05,0.531459,"ECF42 sigma factor",3978262,3979338,"+"
"vnz_24650",-0.05,0.5402605,"ECF42 sigma factor",5367227,5367754,"+"
"vnz_15370",-0.05,0.5447955,"ECF42 sigma factor",3427056,3427511,"-"
"vnz_12005",-0.05,0.5474723,"ECF42 sigma factor",2663176,2665719,"+"
"vnz_07630",-0.05,0.5477876,"ECF42 sigma factor",1739281,1740462,"-"
"vnz_17845",-0.05,0.5642299,"ECF42 sigma factor",3942246,3942773,"+"
"vnz_14585",-0.05,0.5651397,"ECF42 sigma factor",3243765,3245570,"-"
"vnz_15815",-0.05,0.568208,"ECF42 sigma factor",3520622,3522016,"+"
"vnz_27445",-0.05,0.5705721,"ECF42 sigma factor",6031694,6032092,"+"
"vnz_13245",-0.05,0.5774185,"ECF42 sigma factor",2941435,2942088,"-"
"vnz_10710",-0.05,0.5786728,"ECF42 sigma factor",2363082,2363960,"+"
"vnz_03400",-0.05,0.5795609,"ECF42 sigma factor",824559,825239,"+"
"vnz_17810",-0.05,0.5843886,"ECF42 sigma factor",3934764,3936239,"-"
"vnz_12030",-0.05,0.5934509,"ECF42 sigma factor",2671126,2671530,"+"
"vnz_17975",-0.05,0.5940434,"ECF42 sigma factor",3970324,3971454,"-"
"vnz_12995",-0.05,0.5985443,"ECF42 sigma factor",2890782,2892281,"+"
"vnz_31075",-0.05,0.60772,"ECF42 sigma factor",6871754,6872593,"-"
"vnz_30075",-0.05,0.6104187,"ECF42 sigma factor",6632366,6632752,"+"
"vnz_11400",-0.05,0.6193124,"ECF42 sigma factor",2515756,2517072,"-"
"vnz_14360",-0.05,0.6271605,"ECF42 sigma factor",3190974,3191312,"-"
"vnz_25550",-0.05,0.6290718,"ECF42 sigma factor",5583108,5584757,"-"
"vnz_07320",-0.05,0.6310656,"ECF42 sigma factor",1672696,1673961,"+"
"vnz_23340",-0.05,0.6330555,"ECF42 sigma factor",5079300,5080364,"+"
"vnz_36460",-0.05,0.63585,"ECF42 sigma factor",8152813,8153580,"+"
"vnz_26650",-0.05,0.6373533,"ECF42 sigma factor",5832761,5833513,"+"
"vnz_31790",-0.05,0.6457907,"ECF42 sigma factor",7028162,7028947,"+"
"vnz_06900",-0.05,0.6470472,"ECF42 sigma factor",1578706,1579332,"-"
"vnz_11315",-0.05,0.6490968,"ECF42 sigma factor",2499059,2500000,"-"
"vnz_17710",-0.05,0.6492495,"ECF42 sigma factor",3914623,3916023,"-"
"vnz_05220",-0.05,0.6526366,"ECF42 sigma factor",1222512,1223720,"-"
"vnz_03060",-0.05,0.6555042,"ECF42 sigma factor",744594,751781,"+"
"vnz_07580",-0.05,0.667266,"ECF42 sigma factor",1732635,1732844,"-"
"vnz_21005",-0.05,0.6715913,"ECF42 sigma factor",4605540,4605941,"-"
"vnz_04225",-0.05,0.6770566,"ECF42 sigma factor",1008717,1009157,"+"
"vnz_25760",-0.05,0.6904898,"ECF42 sigma factor",5633493,5634332,"+"
"vnz_29285",-0.05,0.6935016,"ECF42 sigma factor",6450922,6452559,"-"
"vnz_13665",-0.05,0.7053638,"ECF42 sigma factor",3051281,3052243,"-"
"vnz_06280",-0.05,0.708557,"ECF42 sigma factor",1450573,1451226,"+"
"vnz_16135",-0.05,0.7109016,"ECF42 sigma factor",3588825,3589322,"+"
"vnz_08470",-0.05,0.7125299,"ECF42 sigma factor",1930960,1931427,"-"
"vnz_05430",-0.05,0.7187163,"ECF42 sigma factor",1268496,1269596,"-"
"vnz_35365",-0.05,0.7194913,"ECF42 sigma factor",7881556,7882272,"-"
"vnz_10705",-0.05,0.7241287,"ECF42 sigma factor",2361793,2363007,"+"
"vnz_16655",-0.05,0.7296046,"ECF42 sigma factor",3700818,3701273,"+"
"vnz_16065",-0.05,0.7394907,"ECF42 sigma factor",3573352,3574755,"-"
"vnz_23430",-0.05,0.7479432,"ECF42 sigma factor",5095947,5097083,"-"
"vnz_02225",-0.05,0.7496578,"ECF42 sigma factor",509011,509706,"+"
"vnz_25005",-0.05,0.7527702,"ECF42 sigma factor",5441937,5442659,"+"
"vnz_23395",-0.05,0.7540388,"ECF42 sigma factor",5088843,5089223,"-"
"vnz_24445",-0.05,0.7578498,"ECF42 sigma factor",5317718,5318347,"-"
"vnz_14285",-0.05,0.7590867,"ECF42 sigma factor",3167431,3169830,"+"
"vnz_36675",-0.05,0.7753724,"ECF42 sigma factor",8207594,8208217,"+"
"vnz_29880",-0.05,0.7806228,"ECF42 sigma factor",6578828,6580870,"+"
"vnz_13905",-0.05,0.7828862,"ECF42 sigma factor",3105987,3106832,"-"
"vnz_14920",-0.05,0.789748,"ECF42 sigma factor",3322437,3322937,"+"
"vnz_28670",-0.05,0.7923267,"ECF42 sigma factor",6306461,6307474,"+"
"vnz_05120",-0.05,0.8007252,"ECF42 sigma factor",1201512,1202501,"+"
"vnz_03120",-0.05,0.8072578,"ECF42 sigma factor",767341,769125,"-"
"vnz_14570",-0.05,0.8107738,"ECF42 sigma factor",3238985,3239668,"-"
"vnz_17100",-0.05,0.8127556,"ECF42 sigma factor",3787354,3788007,"-"
"vnz_02670",-0.05,0.8145872,"ECF42 sigma factor",640325,640942,"+"
"vnz_02235",-0.05,0.8204959,"ECF42 sigma factor",511193,511687,"+"
"vnz_20555",-0.05,0.8210159,"ECF42 sigma factor",4503559,4506438,"+"
"vnz_08840",-0.05,0.828447,"ECF42 sigma factor",2011937,2013358,"-"
"vnz_27015",-0.05,0.8391866,"ECF42 sigma factor",5921742,5922386,"-"
"vnz_00825",-0.05,0.840761,"ECF42 sigma factor",186229,187428,"+"
"vnz_20820",-0.05,0.8502373,"ECF42 sigma factor",4560862,4561335,"+"
"vnz_33750",-0.05,0.8508044,"ECF42 sigma factor",7495911,7496225,"+"
"vnz_14305",-0.05,0.8559726,"ECF42 sigma factor",3172371,3172862,"-"
"vnz_35310",-0.05,0.8631747,"ECF42 sigma factor",7867265,7868926,"-"
"vnz_28690",-0.05,0.8634498,"ECF42 sigma factor",6310655,6312985,"+"
"vnz_06345",-0.05,0.8655709,"ECF42 sigma factor",1462057,1463409,"+"
"vnz_05710",-0.05,0.8722758,"ECF42 sigma factor",1321281,1321997,"+"
"vnz_35980",-0.05,0.872445,"ECF42 sigma factor",8027785,8029662,"+"
"vnz_33955",-0.05,0.8745226,"ECF42 sigma factor",7532525,7532878,"-"
"vnz_36080",-0.05,0.8780076,"ECF42 sigma factor",8046272,8047036,"+"
"vnz_33445",-0.05,0.8837637,"ECF42 sigma factor",7427446,7428810,"+"
"vnz_30755",-0.05,0.8858209,"ECF42 sigma factor",6788125,6789786,"-"
"vnz_36235",-0.05,0.8950615,"ECF42 sigma factor",8081187,8084558,"+"
"vnz_06420",-0.05,0.8992924,"ECF42 sigma factor",1475152,1475952,"+"
"vnz_12275",-0.05,0.9011631,"ECF42 sigma factor",2722637,2723311,"-"
"vnz_32405",-0.05,0.9144551,"ECF42 sigma factor",7176314,7177816,"+"
"vnz_33130",-0.05,0.9229898,"ECF42 sigma factor",7346530,7347531,"+"
"vnz_13445",-0.05,0.9275487,"ECF42 sigma factor",2992024,2993181,"+"
"vnz_31555",-0.05,0.931763,"ECF42 sigma factor",6980558,6980815,"+"
"vnz_10950",-0.05,0.9376431,"ECF42 sigma factor",2417646,2418173,"+"
"vnz_33840",-0.05,0.9380665,"ECF42 sigma factor",7508960,7509835,"+"
"vnz_33735",-0.05,0.9421463,"ECF42 sigma factor",7492006,7492683,"+"
"vnz_34155",-0.05,0.9458958,"ECF42 sigma factor",7580213,7580401,"-"
"vnz_34335",-0.05,0.9530678,"ECF42 sigma factor",7620460,7621134,"+"
"vnz_27010",-0.05,0.9535442,"ECF42 sigma factor",5920626,5921714,"+"
"vnz_00950",-0.05,0.962471,"ECF42 sigma factor",215624,216271,"+"
"vnz_01755",-0.06,0.4154747,"ECF42 sigma factor",400362,404366,"-"
"vnz_21140",-0.06,0.4193618,"ECF42 sigma factor",4633281,4634507,"-"
"vnz_26600",-0.06,0.4397841,"ECF42 sigma factor",5818496,5820043,"+"
"vnz_18275",-0.06,0.4444635,"ECF42 sigma factor",4039616,4040509,"-"
