"logFC","FDR","gene","add_variable","start","end","width","strand"
3.0779,1.3e-05,"SCO7449","solid culture",8264413,8265090,678,"+"
3.0377,8e-06,"SCO5177","solid culture",5625610,5626359,750,"+"
3.0361,9.5e-05,"SCO3471","solid culture",3831705,3832634,930,"-"
3.0204,2.1e-05,"SCO0944","solid culture",989560,990210,651,"+"
3.0179,7e-06,"SCO5995","solid culture",6568057,6568779,723,"+"
3.0166,7e-06,"SCO5314","solid culture",5785753,5786088,336,"-"
3.0092,4.5e-05,"SCO1159","solid culture",1218156,1218593,438,"-"
3.003,0.000124,"SCO1860","solid culture",1994050,1995057,1008,"-"
3.0021,0.000106,"SCO3327","solid culture",3679848,3679946,99,"-"
2.9948,1.7e-05,"SCO0141","solid culture",133570,134121,552,"-"
2.9889,7e-06,"SCO0867","solid culture",913768,914472,705,"-"
2.988,7e-06,"SCO0400","solid culture",421712,422263,552,"+"
2.9842,3e-06,"SCO2525","solid culture",2723027,2723800,774,"-"
2.9709,4e-06,"SCO4176","solid culture",4588684,4589526,843,"+"
2.9677,2e-05,"SCO6653","solid culture",7388672,7389874,1203,"+"
2.9662,5.3e-05,"SCO1835","solid culture",1964648,1964833,186,"-"
2.9633,2e-05,"SCO0853","solid culture",898895,899293,399,"+"
2.9436,1.8e-05,"SCO0954","solid culture",1003996,1004478,483,"-"
2.9335,2e-06,"SCO0387","solid culture",405070,407250,2181,"+"
2.9175,5e-06,"SCO5466","solid culture",5951416,5951973,558,"-"
2.915,1.4e-05,"SCO1427","solid culture",1522938,1523255,318,"+"
2.909,1.4e-05,"SCO1563","solid culture",1673718,1674203,486,"-"
2.8952,1.3e-05,"SCO4080","solid culture",4474193,4474777,585,"-"
2.8775,0.000963,"SCO4979","solid culture",5416288,5418117,1830,"+"
2.8726,1.9e-05,"SCO1375","solid culture",1452656,1452859,204,"+"
2.8713,4e-06,"SCO5117","solid culture",5563836,5565470,1635,"+"
2.8705,3e-06,"SCO0392","solid culture",413247,414497,1251,"+"
2.8664,2.3e-05,"SCO1432","solid culture",1527125,1528564,1440,"-"
2.8651,4e-06,"SCO2953","solid culture",3211306,3212094,789,"-"
2.8559,3.5e-05,"SCO7342","solid culture",8156060,8156584,525,"+"
2.851,2.9e-05,"SCO4772","solid culture",5184449,5185669,1221,"+"
2.8401,6e-05,"SCO1575","solid culture",1685643,1686383,741,"+"
2.8398,2e-06,"SCO1629","solid culture",1742651,1743058,408,"-"
2.8352,1.8e-05,"SCO5311","solid culture",5783226,5783972,747,"-"
2.8326,9.9e-05,"SCO6202","solid culture",6817450,6818094,645,"-"
2.8205,3e-06,"SCO5415","solid culture",5883756,5885456,1701,"+"
2.8146,1.1e-05,"SCO2529","solid culture",2727564,2728634,1071,"+"
2.8117,6e-06,"SCO4920","solid culture",5354229,5355182,954,"+"
2.7864,3e-05,"SCO3482","solid culture",3845809,3846690,882,"-"
2.7838,1e-04,"SCO0932","solid culture",979340,980104,765,"+"
2.7718,5.6e-05,"SCO2699","solid culture",2943092,2943364,273,"+"
2.7697,3e-05,"SCO2250","solid culture",2417879,2418706,828,"+"
2.769,4e-06,"SCO2572","solid culture",2778973,2780259,1287,"+"
2.7635,1e-05,"SCO2560","solid culture",2759799,2762177,2379,"-"
2.7629,9e-06,"SCO3484","solid culture",3847685,3848995,1311,"-"
2.752,3.5e-05,"SCO3940","solid culture",4335483,4336355,873,"-"
2.7469,6e-06,"SCO1628","solid culture",1742238,1742654,417,"-"
2.7455,0.000228,"SCO0834","solid culture",882826,883014,189,"-"
2.7164,9.6e-05,"SCO1189","solid culture",1262121,1262546,426,"+"
2.694,2.2e-05,"SCO5218","solid culture",5676345,5677670,1326,"+"
2.6893,7e-06,"SCO0591","solid culture",633119,633958,840,"+"
2.6879,8e-06,"SCO0389","solid culture",409237,410772,1536,"+"
2.6814,2.1e-05,"SCO6993","solid culture",7760983,7762803,1821,"+"
2.6765,2.7e-05,"SCO0409","solid culture",429492,429956,465,"-"
2.6736,1.1e-05,"SCO0385","solid culture",401465,403030,1566,"+"
2.6687,1e-04,"SCO0678","solid culture",720985,721158,174,"-"
2.667,7e-06,"SCO5319","solid culture",5789484,5789957,474,"-"
2.6626,2e-05,"SCO1534","solid culture",1641143,1641868,726,"+"
2.6507,4e-06,"SCO4566","solid culture",4983268,4984140,873,"+"
2.644,7e-06,"SCO5085","solid culture",5528094,5528861,768,"+"
2.6226,7.7e-05,"SCO1533","solid culture",1640405,1640971,567,"-"
2.6156,5e-06,"SCO0384","solid culture",400179,401468,1290,"+"
2.6104,0.000437,"SCO4226","solid culture",4631601,4631849,249,"-"
2.6099,3.5e-05,"SCO2790","solid culture",3045619,3046146,528,"-"
2.5972,9.9e-05,"SCO4135","solid culture",4550161,4551054,894,"+"
2.5943,9e-06,"SCO4569","solid culture",4988011,4989414,1404,"+"
2.5896,0.000595,"SCO3924","solid culture",4318118,4318330,213,"+"
2.5861,1.1e-05,"SCO2573","solid culture",2780292,2781866,1575,"+"
2.5765,8e-06,"SCO1172","solid culture",1234835,1235440,606,"+"
2.5747,1.8e-05,"SCO7452","solid culture",8267283,8268311,1029,"-"
2.5495,0.000226,"SCO0038","solid culture",31146,31274,129,"-"
2.5418,1.4e-05,"SCO4675","solid culture",5106331,5107239,909,"-"
2.5411,4.7e-05,"SCO2408","solid culture",2581080,2582705,1626,"+"
2.5393,7e-06,"SCO0685","solid culture",726401,726808,408,"-"
2.5368,1.1e-05,"SCO3207","solid culture",NA,NA,NA,NA
2.5276,3e-06,"SCO5125","solid culture",5572261,5573124,864,"-"
2.5255,2.7e-05,"SCO2251","solid culture",2418753,2419427,675,"+"
2.5112,8.1e-05,"SCO1673","solid culture",1794077,1794265,189,"+"
2.5049,1.5e-05,"SCO3926","solid culture",4319501,4319911,411,"+"
2.5032,1.5e-05,"SCO2311","solid culture",2481918,2483546,1629,"+"
2.5026,1.3e-05,"SCO5276","solid culture",5741653,5742078,426,"+"
2.4971,2.9e-05,"SCO5864","solid culture",6421618,6421914,297,"+"
2.4893,8e-06,"SCO5827","solid culture",6376354,6377946,1593,"+"
2.4876,1.5e-05,"SCO0390","solid culture",410774,412006,1233,"+"
2.4833,2.6e-05,"SCO4411","solid culture",4828773,4829285,513,"+"
2.4823,0.108804,"SCO6715","solid culture",7469875,7470120,246,"+"
2.4787,1.8e-05,"SCO5075","solid culture",5516977,5517897,921,"+"
2.4752,5e-06,"SCO3195","solid culture",3501532,3502212,681,"+"
2.4687,0.000316,"SCO6795","solid culture",7557438,7557872,435,"+"
2.4646,0.000138,"SCO4187","solid culture",4597040,4597225,186,"-"
2.4583,4.6e-05,"SCO5176","solid culture",5624510,5625622,1113,"+"
2.4581,2.2e-05,"SCO1121","solid culture",1179094,1179834,741,"+"
2.443,2.4e-05,"SCO5249","solid culture",5709624,5711030,1407,"+"
2.4372,0.000323,"SCO1357","solid culture",1434718,1435179,462,"+"
2.4185,2.4e-05,"SCO0986","solid culture",1040764,1041465,702,"+"
2.4125,0.001444,"SCO1356","solid culture",1434218,1434715,498,"+"
2.4092,1.9e-05,"SCO0850","solid culture",896543,896968,426,"+"
2.3979,6e-06,"SCO1174","solid culture",1237012,1238535,1524,"+"
2.387,0.000244,"SCO5219","solid culture",5677676,5678932,1257,"+"
2.3863,2e-06,"SCO1626","solid culture",1740065,1741561,1497,"-"
2.3566,5.4e-05,"SCO0391","solid culture",412009,413250,1242,"+"
2.3534,5.3e-05,"SCO6170","solid culture",6773787,6774677,891,"+"
2.3532,3.6e-05,"SCO5090","solid culture",5532706,5533656,951,"+"
2.3451,1e-06,"SCO6424","solid culture",7093614,7094609,996,"-"
2.3429,6.5e-05,"SCO2823","solid culture",3083158,3084060,903,"-"
2.3395,1.7e-05,"SCO4567","solid culture",4984137,4985486,1350,"+"
2.3394,1.4e-05,"SCO2404","solid culture",2575786,2576895,1110,"+"
2.3382,7e-06,"SCO2703","solid culture",2945615,2945917,303,"-"
2.3289,2.2e-05,"SCO5268","solid culture",5727255,5727725,471,"+"
2.3214,2e-06,"SCO7261","solid culture",8072211,8072654,444,"-"
2.3213,4.7e-05,"SCO5605","solid culture",6107817,6108128,312,"+"
2.308,4.1e-05,"SCO1543","solid culture",1652074,1652535,462,"-"
2.3071,0.000624,"SCO6149","solid culture",6750131,6751231,1101,"+"
2.3039,0.000296,"SCO1160","solid culture",1218590,1221178,2589,"-"
2.303,5e-06,"SCO4883","solid culture",5315652,5316884,1233,"+"
2.2994,8e-05,"SCO2236","solid culture",2406202,2406456,255,"+"
2.2984,4e-06,"SCO5511","solid culture",5999549,6002875,3327,"+"
2.2914,0.00011,"SCO4348","solid culture",4761670,4763841,2172,"-"
2.2913,0.000105,"SCO1157","solid culture",1217041,1217655,615,"-"
2.2869,3.5e-05,"SCO3481","solid culture",3844670,3845782,1113,"-"
2.2822,9.6e-05,"SCO1344","solid culture",1419752,1421344,1593,"-"
2.2783,4e-06,"SCO5803","solid culture",6345664,6346368,705,"-"
2.2769,8e-05,"SCO5390","solid culture",5858868,5859896,1029,"-"
2.2759,1.6e-05,"SCO1451","solid culture",1547982,1549133,1152,"-"
2.2743,0.000406,"SCO0931","solid culture",978713,979324,612,"+"
2.2688,8e-06,"SCO4568","solid culture",4985483,4988014,2532,"+"
2.2541,0.00034,"SCO0725","solid culture",769688,770065,378,"+"
2.2473,9.5e-05,"SCO6831","solid culture",7602498,7602773,276,"+"
2.246,0.000115,"SCO6569","solid culture",7272140,7273186,1047,"+"
2.2444,7.3e-05,"SCO0919","solid culture",964984,965943,960,"-"
2.2426,0.000739,"SCO2055","solid culture",2202760,2204337,1578,"+"
2.2353,0.000235,"SCO6932","solid culture",7699664,7699795,132,"-"
2.2259,0.00021,"SCO6160","solid culture",6762662,6765049,2388,"-"
2.2148,1.2e-05,"SCO0401","solid culture",422271,423596,1326,"+"
2.2113,3e-05,"SCO7771","solid culture",8599443,8599944,502,"-"
2.206,1.5e-05,"SCO1030","solid culture",1087803,1088321,519,"+"
2.2005,5.2e-05,"SCO6996","solid culture",7767762,7768337,576,"+"
2.1995,0.000136,"SCO4057","solid culture",4449455,4450345,891,"-"
2.1949,1.4e-05,"SCO1589","solid culture",1699336,1699530,195,"+"
2.1944,1e-05,"SCO0398","solid culture",419539,420486,948,"+"
2.193,1e-04,"SCO6324","solid culture",6984273,6984983,711,"+"
2.1889,0.000548,"SCO5965","solid culture",6535301,6535768,468,"+"
2.1841,2.4e-05,"SCO0386","solid culture",403034,404968,1935,"+"
2.179,5.5e-05,"SCO3483","solid culture",3846702,3847649,948,"-"
2.1741,2.8e-05,"SCO4545","solid culture",4961108,4962022,915,"+"
2.1723,0.000101,"SCO6797","solid culture",7558302,7558856,555,"+"
2.1694,3.1e-05,"SCO4301","solid culture",4716256,4717095,840,"-"
2.1665,3e-06,"SCO7079","solid culture",7869233,7869625,393,"+"
2.1647,4e-06,"SCO6173","solid culture",6777908,6779365,1458,"+"
2.1604,1.4e-05,"SCO5315","solid culture",5786122,5786601,480,"-"
2.1595,0.002753,"SCO7040","solid culture",7832790,7834235,1446,"-"
2.1485,6e-06,"SCO0974","solid culture",1025757,1027076,1320,"-"
2.1373,0.000124,"SCO6997","solid culture",7768334,7768825,492,"+"
2.1332,0.001652,"SCO2527","solid culture",2724600,2725295,696,"-"
2.1312,3e-06,"SCO6079","solid culture",6674122,6674673,552,"+"
2.1257,1.7e-05,"SCO0588","solid culture",629185,630912,1728,"-"
2.1212,0.000276,"SCO2575","solid culture",2782388,2782615,228,"-"
2.1186,5.3e-05,"SCO2035","solid culture",2186336,2187163,828,"-"
2.1157,2e-06,"SCO5444","solid culture",5922464,5925088,2625,"+"
2.1144,3.5e-05,"SCO7384","solid culture",8195889,8197229,1341,"+"
2.1135,5.3e-05,"SCO4800","solid culture",5224492,5224908,417,"+"
2.1128,3e-06,"SCO5391","solid culture",5860153,5860485,333,"+"
2.1061,2.2e-05,"SCO5460","solid culture",5947312,5947974,663,"+"
2.1021,0.000126,"SCO7337","solid culture",8151064,8151579,516,"+"
2.0973,2.5e-05,"SCO5012","solid culture",5449378,5449575,198,"+"
2.0966,4.1e-05,"SCO5581","solid culture",6083101,6083772,672,"-"
2.0945,1.4e-05,"SCO5420","solid culture",5890196,5890843,648,"+"
2.0929,0.000179,"SCO4789","solid culture",5209775,5210290,516,"+"
2.0881,0.000234,"SCO5644","solid culture",6142261,6142887,627,"+"
2.0815,7.9e-05,"SCO3475","solid culture",3835870,3837003,1134,"-"
2.0787,1.4e-05,"SCO1838","solid culture",1966275,1967078,804,"-"
2.0781,5.1e-05,"SCO6211","solid culture",6824153,6825088,936,"+"
2.0751,3.1e-05,"SCO1823","solid culture",1954009,1954383,375,"-"
2.0741,0.000123,"SCO6167","solid culture",6769408,6770778,1371,"+"
2.072,1.9e-05,"SCO7700","solid culture",8537030,8538352,1323,"+"
2.0635,0.000128,"SCO5610","solid culture",6110051,6110413,363,"-"
2.0488,7e-06,"SCO1173","solid culture",1235615,1236874,1260,"+"
2.0454,8e-06,"SCO3704","solid culture",4081222,4082031,810,"+"
2.045,8.5e-05,"SCO0615","solid culture",653448,653906,459,"+"
2.0346,0.000311,"SCO2465","solid culture",2653137,2654327,1191,"-"
2.0303,4.7e-05,"SCO2246","solid culture",2415308,2416084,777,"-"
2.0298,3.4e-05,"SCO5013","solid culture",5449578,5450174,597,"+"
2.0272,6.3e-05,"SCO5029","solid culture",5464767,5465483,717,"+"
2.0266,8.7e-05,"SCO2237","solid culture",2406519,2406965,447,"+"
2.0249,6.2e-05,"SCO3365","solid culture",3722414,3723256,843,"-"
2.0181,4e-06,"SCO5100","solid culture",5541010,5541762,753,"+"
2.0144,0.001872,"SCO5442","solid culture",5918375,5920075,1701,"-"
2.0114,0.001233,"SCO6161","solid culture",6765129,6765518,390,"-"
2.0108,2.6e-05,"SCO4574","solid culture",4993219,4994790,1572,"+"
2.0098,0.000388,"SCO7189","solid culture",7992891,7993154,264,"-"
2.0083,8e-05,"SCO4349","solid culture",4763838,4765553,1716,"-"
2.0075,0.000617,"SCO4239","solid culture",4644506,4644952,447,"-"
2.0008,7e-06,"SCO5785","solid culture",6322367,6323026,660,"+"
1.9895,0.000328,"SCO2423","solid culture",2596787,2597419,633,"+"
1.9894,9.7e-05,"SCO7334","solid culture",8146713,8148431,1719,"-"
1.9888,5.7e-05,"SCO1943","solid culture",2077084,2077419,336,"-"
1.9883,0.000486,"SCO5970","solid culture",6541507,6541977,471,"+"
1.9834,1.5e-05,"SCO5079","solid culture",5520857,5521741,885,"+"
1.983,0.00327,"SCO4767","solid culture",5179007,5179345,339,"-"
1.9821,0.000531,"SCO5240","solid culture",5701855,5702112,258,"-"
1.9791,4e-06,"SCO4575","solid culture",4994787,4996445,1659,"+"
1.9731,0.048698,"SCO4425","solid culture",4842382,4842573,192,"-"
1.9706,7e-06,"SCO2407","solid culture",2579862,2580962,1101,"+"
1.9698,1.1e-05,"SCO6979","solid culture",7746957,7747979,1023,"+"
1.9688,0.000166,"SCO0243","solid culture",231475,231654,180,"+"
1.9665,5e-06,"SCO2520","solid culture",2717003,2718136,1134,"-"
1.9609,0.000191,"SCO6323","solid culture",6983231,6983887,657,"-"
1.9566,1.5e-05,"SCO5086","solid culture",5528935,5529720,786,"-"
1.9553,0.000202,"SCO2908","solid culture",3160574,3161326,753,"-"
1.9547,0.000513,"SCO3975","solid culture",4377505,4378143,639,"-"
1.9524,0.006314,"SCO5084","solid culture",5525809,5527944,2136,"+"
1.9509,0.000109,"SCO5244","solid culture",5705089,5705502,414,"-"
1.9472,0.000619,"SCO6027","solid culture",6615297,6616514,1218,"-"
1.9462,2.3e-05,"SCO6209","solid culture",6823172,6823747,576,"+"
1.946,7.4e-05,"SCO5561","solid culture",6059732,6059965,234,"-"
1.9439,6.9e-05,"SCO5108","solid culture",5550582,5551418,837,"-"
1.9376,0.00065,"SCO5189","solid culture",5647169,5647570,402,"+"
1.9372,6e-04,"SCO2574","solid culture",2782151,2782384,234,"-"
1.9223,0.000115,"SCO5790","solid culture",6327186,6327473,288,"-"
1.9217,8e-06,"SCO4565","solid culture",4981949,4983271,1323,"+"
1.92,0.000107,"SCO6708","solid culture",7460154,7460492,339,"+"
1.9182,0.000376,"SCO4562","solid culture",4980274,4980633,360,"+"
1.9127,0.000311,"SCO3350","solid culture",3708278,3710074,1797,"-"
1.9067,0.000693,"SCO7551","solid culture",8373704,8373907,204,"-"
1.9024,0.000284,"SCO5078","solid culture",5519987,5520832,846,"+"
1.8953,6e-06,"SCO4039","solid culture",4434208,4434756,549,"-"
1.8921,0.000636,"SCO6908","solid culture",7672687,7673991,1305,"-"
1.8898,2e-05,"SCO2079","solid culture",2232200,2232841,642,"-"
1.8883,0.025701,"SCO0915","solid culture",960501,960758,258,"+"
1.8852,0.000156,"SCO0943","solid culture",988826,989341,516,"+"
1.8802,0.000351,"SCO7226","solid culture",8031545,8031985,441,"+"
1.8783,0.000681,"SCO6812","solid culture",7574420,7574779,360,"+"
1.8781,0.002233,"SCO1828","solid culture",1959189,1959422,234,"+"
1.8765,1.6e-05,"SCO5758","solid culture",6294450,6294824,375,"+"
1.8739,5e-06,"SCO2008","solid culture",2149264,2150520,1257,"+"
1.8684,0.026355,"SCO5343","solid culture",5813654,5813809,156,"+"
1.8678,0.007044,"SCO0673","solid culture",712209,712736,528,"-"
1.8677,6.9e-05,"SCO7335","solid culture",8148428,8150437,2010,"-"
1.8666,0.00017,"SCO3547","solid culture",3920987,3923371,2385,"-"
1.8658,2.5e-05,"SCO4769","solid culture",5180620,5181207,588,"+"
1.8608,0.000189,"SCO2522","solid culture",2719217,2720170,954,"-"
1.8579,3.5e-05,"SCO4581","solid culture",5002738,5003547,810,"+"
1.8547,0.000112,"SCO4108","solid culture",4507333,4508376,1044,"+"
1.8546,0.000373,"SCO6931","solid culture",7699447,7699626,180,"-"
1.8539,6e-06,"SCO4564","solid culture",4981197,4981952,756,"+"
1.8531,0.016836,"SCO7306","solid culture",8113809,8114060,252,"-"
1.8455,5.7e-05,"SCO6595","solid culture",7312483,7313565,1083,"+"
1.8454,0.000158,"SCO6172","solid culture",6775270,6777756,2487,"+"
1.8443,0.000105,"SCO0584","solid culture",626369,627631,1263,"-"
1.8432,9e-06,"SCO1241","solid culture",1313128,1313640,513,"-"
1.8382,8.1e-05,"SCO6794","solid culture",7555369,7557321,1953,"+"
1.8338,0.004411,"SCO7330","solid culture",8141668,8141904,237,"+"
1.8317,8e-06,"SCO1470","solid culture",1570514,1570885,372,"+"
1.8296,0.000416,"SCO0586","solid culture",628247,628588,342,"-"
1.8293,1e-05,"SCO6515","solid culture",7205258,7205800,543,"-"
1.8263,6e-05,"SCO2727","solid culture",2974661,2975038,378,"-"
1.8212,0.001352,"SCO6375","solid culture",7037737,7038399,663,"-"
1.8184,0.000971,"SCO3051","solid culture",3343070,3344227,1158,"-"
1.8177,2.8e-05,"SCO4237","solid culture",4641923,4643638,1716,"+"
1.815,4.5e-05,"SCO5819","solid culture",6366349,6367236,888,"+"
1.8067,5.4e-05,"SCO1195","solid culture",1267321,1267515,195,"-"
1.8066,0.000174,"SCO4819","solid culture",5249522,5249992,471,"-"
1.8051,4.2e-05,"SCO6206","solid culture",6821469,6822308,840,"-"
1.805,3.6e-05,"SCO2726","solid culture",2973144,2974646,1503,"-"
1.8047,0.001001,"SCO0569","solid culture",611984,612106,123,"-"
1.8045,0.000327,"SCO3329","solid culture",3680398,3681213,816,"-"
1.8005,0.000108,"SCO0736","solid culture",779131,779826,696,"-"
1.7978,2.4e-05,"SCO0242","solid culture",231022,231465,444,"+"
1.7976,9.5e-05,"SCO4748","solid culture",5161764,5162000,237,"+"
1.7963,2e-06,"SCO0411","solid culture",431327,431551,225,"+"
1.7958,0.000365,"SCO5889","solid culture",6445654,6445917,264,"+"
1.7935,5e-06,"SCO5799","solid culture",6338949,6340547,1599,"+"
1.7912,4.3e-05,"SCO0419","solid culture",436235,437224,990,"+"
1.7898,0.000109,"SCO3925","solid culture",4318648,4319373,726,"+"
1.787,7.5e-05,"SCO7065","solid culture",7854655,7855026,372,"+"
1.7856,0.001095,"SCO6286","solid culture",6945705,6946379,675,"-"
1.7808,0.00021,"SCO2391","solid culture",2563192,2563686,495,"-"
1.7797,4e-06,"SCO6566","solid culture",7267996,7269378,1383,"+"
1.778,0.001088,"SCO6906","solid culture",7669618,7671207,1590,"-"
1.773,1.8e-05,"SCO5250","solid culture",5711116,5712276,1161,"+"
1.7712,0.00013,"SCO1757","solid culture",1878448,1878741,294,"+"
1.7698,7.2e-05,"SCO4861","solid culture",5290562,5291107,546,"+"
1.7693,3.6e-05,"SCO5575","solid culture",6072276,6073466,1191,"-"
1.7675,0.000267,"SCO6384","solid culture",7049382,7051151,1770,"-"
1.7669,7.9e-05,"SCO5106","solid culture",5547828,5548607,780,"-"
1.7633,7e-06,"SCO2153","solid culture",2314942,2316216,1275,"-"
1.7631,0.002526,"SCO3905","solid culture",4302661,4302966,306,"-"
1.7626,1.1e-05,"SCO1480","solid culture",1581512,1581835,324,"-"
1.7579,0.000113,"SCO3291","solid culture",3640178,3641611,1434,"+"
1.7497,0.000879,"SCO5109","solid culture",5551480,5551920,441,"-"
1.7476,2.1e-05,"SCO4184","solid culture",4593681,4594349,669,"+"
1.7472,0.000127,"SCO6394","solid culture",7061835,7062605,771,"+"
1.7409,3.1e-05,"SCO0988","solid culture",1043277,1043969,693,"+"
1.7388,9.9e-05,"SCO4350","solid culture",4765553,4766905,1353,"-"
1.7378,9.2e-05,"SCO1048","solid culture",1104500,1104952,453,"-"
1.7281,0.000356,"SCO5789","solid culture",6326868,6327161,294,"-"
1.7224,0.001666,"SCO5398","solid culture",5870023,5870463,441,"-"
1.7166,0.001201,"SCO1158","solid culture",1217724,1218137,414,"-"
1.716,3.2e-05,"SCO0397","solid culture",418253,419542,1290,"+"
1.7127,5.6e-05,"SCO0837","solid culture",885004,885270,267,"-"
1.7126,1.4e-05,"SCO2822","solid culture",3082430,3083161,732,"-"
1.7098,0.000316,"SCO6029","solid culture",6618177,6618839,663,"-"
1.7086,0.000456,"SCO0649","solid culture",690966,691283,318,"+"
1.7068,4e-06,"SCO3343","solid culture",3700056,3700430,375,"-"
1.7019,0.000108,"SCO5396","solid culture",5864669,5865601,933,"-"
1.7003,0.001422,"SCO5898","solid culture",6463526,6464206,681,"+"
1.6964,5.7e-05,"SCO5784","solid culture",6321291,6322367,1077,"+"
1.6926,0.000492,"SCO5885","solid culture",6442174,6442614,441,"-"
1.6922,0.002237,"SCO6951","solid culture",7714825,7715706,882,"+"
1.6916,0.000337,"SCO7665","solid culture",8490754,8490963,210,"-"
1.6905,0.000153,"SCO7620","solid culture",8446200,8446559,360,"+"
1.6895,0.000369,"SCO4266","solid culture",4681886,4682866,981,"-"
1.6886,5e-06,"SCO0704","solid culture",743929,744847,919,"+"
1.6864,9e-06,"SCO2999","solid culture",3268611,3273572,4962,"-"
1.6804,6.3e-05,"SCO5076","solid culture",5517894,5519495,1602,"+"
1.6782,9e-06,"SCO3656","solid culture",4035252,4035809,558,"-"
1.6755,0.000125,"SCO0509","solid culture",544194,545717,1524,"+"
1.6734,0.011637,"SCO1982","solid culture",2120213,2120395,183,"-"
1.6706,0.000444,"SCO3023","solid culture",3305155,3306612,1458,"-"
1.6676,0.012869,"SCO3082","solid culture",3375950,3376180,231,"+"
1.665,3.1e-05,"SCO7573","solid culture",8397789,8398133,345,"-"
1.6624,4e-05,"SCO1240","solid culture",1312684,1313157,474,"+"
1.658,5e-06,"SCO0705","solid culture",744945,745763,819,"-"
1.6535,9.4e-05,"SCO1426","solid culture",1522328,1522765,438,"+"
1.6518,2e-06,"SCO5820","solid culture",6367665,6369200,1536,"+"
1.6463,0.000116,"SCO6393","solid culture",7060375,7061838,1464,"+"
1.646,2.1e-05,"SCO7590","solid culture",8415439,8416959,1521,"-"
1.6442,0.000105,"SCO6205","solid culture",6820531,6821421,891,"-"
1.6377,4.8e-05,"SCO1590","solid culture",1699562,1700806,1245,"-"
1.6367,0.003484,"SCO6547","solid culture",7244086,7244250,165,"+"
1.6287,0.000143,"SCO1822","solid culture",1952378,1954012,1635,"-"
1.6287,0.000688,"SCO5522","solid culture",6015259,6016302,1044,"+"
1.6276,6.2e-05,"SCO2009","solid culture",2150635,2151567,933,"+"
1.6161,0.000252,"SCO3814","solid culture",4192477,4193454,978,"+"
1.6136,0.000108,"SCO4676","solid culture",5107257,5108129,873,"-"
1.6122,0.000197,"SCO5880","solid culture",6437814,6438134,321,"+"
1.6121,0.000333,"SCO6236","solid culture",6859900,6860775,876,"-"
1.6108,5.9e-05,"SCO5081","solid culture",5522876,5523217,342,"+"
1.6091,6.7e-05,"SCO6157","solid culture",6759259,6760323,1065,"-"
1.6082,0.01029,"SCO6887","solid culture",7655700,7656185,486,"+"
1.6065,0.000563,"SCO1155","solid culture",1216065,1216478,414,"-"
1.6053,2.6e-05,"SCO5243","solid culture",5704007,5705092,1086,"-"
1.6033,0.000481,"SCO6201","solid culture",6815497,6817281,1785,"+"
1.5944,4.7e-05,"SCO2768","solid culture",3019488,3019907,420,"-"
1.5943,0.000412,"SCO3990","solid culture",4387791,4388060,270,"-"
1.594,0.000793,"SCO6950","solid culture",7713425,7714828,1404,"+"
1.5933,7e-06,"SCO0043","solid culture",35179,35907,729,"-"
1.5917,3.5e-05,"SCO6484","solid culture",7174911,7177493,2583,"+"
1.5881,7.5e-05,"SCO5137","solid culture",5584655,5585086,432,"-"
1.5866,1e-06,"SCO4790","solid culture",5210501,5211922,1422,"-"
1.5851,2.7e-05,"SCO3293","solid culture",3642308,3642811,504,"-"
1.5836,1e-04,"SCO5446","solid culture",5925711,5927360,1650,"-"
1.5797,0.000562,"SCO6571","solid culture",7274581,7275579,999,"+"
1.5791,0.000127,"SCO2263","solid culture",2432297,2432911,615,"+"
1.5786,0.00108,"SCO5338","solid culture",5810810,5811163,354,"+"
1.5778,3.1e-05,"SCO5865","solid culture",6421928,6422881,954,"+"
1.5749,0.000118,"SCO5306","solid culture",5778817,5779296,480,"-"
1.5744,0.006403,"SCO6749","solid culture",7505756,7506241,486,"+"
1.573,0.000138,"SCO1262","solid culture",1332872,1333633,762,"-"
1.5723,6.3e-05,"SCO5138","solid culture",5585424,5586392,969,"-"
1.5701,0.000681,"SCO0665","solid culture",703750,703977,228,"+"
1.5682,1.5e-05,"SCO5749","solid culture",6285256,6285930,675,"+"
1.5666,0.000483,"SCO5386","solid culture",5854163,5854486,324,"+"
1.564,3e-04,"SCO5990","solid culture",6564792,6565028,237,"-"
1.5629,6e-06,"SCO2370","solid culture",2538717,2539196,480,"-"
1.5601,0.001138,"SCO0334","solid culture",335948,336292,345,"+"
1.5527,9e-05,"SCO4038","solid culture",4433708,4434139,432,"-"
1.5473,0.000519,"SCO2927","solid culture",3178620,3179765,1146,"-"
1.5445,0.006134,"SCO5640","solid culture",6139402,6139869,468,"-"
1.5438,0.000285,"SCO5539","solid culture",6034995,6035417,423,"-"
1.5438,0.0018,"SCO0268","solid culture",256281,256442,162,"+"
1.5367,0.000431,"SCO5028","solid culture",5463012,5464337,1326,"+"
1.5354,6e-05,"SCO2584","solid culture",2789669,2790355,687,"-"
1.5345,8e-06,"SCO2835","solid culture",3093880,3094941,1062,"-"
1.5337,0.000619,"SCO2252","solid culture",2419411,2419632,222,"-"
1.5275,5.4e-05,"SCO2561","solid culture",2762403,2764346,1944,"-"
1.5275,0.000118,"SCO2495","solid culture",2688116,2689894,1779,"+"
1.5271,0.000862,"SCO7658","solid culture",8485558,8485710,153,"+"
1.5233,0.000893,"SCO5015","solid culture",5450794,5451405,612,"+"
1.5229,6.2e-05,"SCO1428","solid culture",1523218,1524393,1176,"-"
