"gene","add_variable","logFC","FDR","start","end","strand"
"vnz_20930","DbldCcsWT14h",-0.22876074526951,0.34777497614629,4585779,4586792,"-"
"vnz_06870","DbldCvsWT10h",0.425515675483521,0.0640068673488352,1571653,1572267,"-"
"vnz_06870","DbldCcsWT14h",0.596296405952738,0.0131801479515862,1571653,1572267,"-"
"vnz_17075","DbldCvsWT10h",0.752401651983056,0.0131818081147927,3782886,3783224,"+"
"vnz_17075","DbldCcsWT14h",0.208265352253577,0.40127237813602,3782886,3783224,"+"
"vnz_29550","DbldCvsWT10h",1.24064594952272,0.0131902912210793,6509331,6510545,"+"
"vnz_29550","DbldCcsWT14h",-0.126439769904951,0.764763015213952,6509331,6510545,"+"
"vnz_21785","DbldCvsWT10h",-0.712043872940858,0.0345640139242755,4748727,4749191,"+"
"vnz_21785","DbldCcsWT14h",-0.854230218328684,0.0132261352428107,4748727,4749191,"+"
"vnz_20045","DbldCvsWT10h",0.65494909164024,0.0365222751450705,4395666,4396625,"-"
"vnz_20045","DbldCcsWT14h",0.795304788666611,0.0132315772141123,4395666,4396625,"-"
"vnz_31195","DbldCvsWT10h",-0.599867787328354,0.0133218159934198,6904248,6905246,"+"
"vnz_31195","DbldCcsWT14h",0.266618619338934,0.179827784347167,6904248,6905246,"+"
"vnz_21160","DbldCvsWT10h",0.403139684861897,0.0643331878844201,4639937,4640947,"+"
"vnz_21160","DbldCcsWT14h",0.569572590926693,0.0133250722207351,4639937,4640947,"+"
"vnz_05875","DbldCvsWT10h",-0.57280296817179,0.0205511868547301,1355653,1356933,"-"
"vnz_05875","DbldCcsWT14h",0.609769047749989,0.0133508444217406,1355653,1356933,"-"
"vnz_06690","DbldCvsWT10h",0.964131311370895,0.069811752075651,1535557,1536441,"-"
"vnz_06690","DbldCcsWT14h",1.45336853167502,0.0133941397699262,1535557,1536441,"-"
"vnz_35200","DbldCvsWT10h",-0.422461139989251,0.318536423223369,7838924,7839832,"+"
"vnz_35200","DbldCcsWT14h",-1.48779104289465,0.013434205483055,7838924,7839832,"+"
"vnz_18095","DbldCvsWT10h",0.144069890859647,0.535100783260063,4001877,4002995,"-"
"vnz_18095","DbldCcsWT14h",0.629234017357185,0.0134380420181241,4001877,4002995,"-"
"vnz_23890","DbldCvsWT10h",0.420531717381915,0.0651330837502288,5200271,5200636,"+"
"vnz_23890","DbldCcsWT14h",0.592068397905033,0.0134674239577557,5200271,5200636,"+"
"vnz_01820","DbldCvsWT10h",0.396261060572932,0.200141852180582,413263,413520,"-"
"vnz_01820","DbldCcsWT14h",-0.682191212730399,0.0135062642665083,413263,413520,"-"
"vnz_09655","DbldCvsWT10h",0.249156859649007,0.391796680537623,2192039,2193205,"+"
"vnz_09655","DbldCcsWT14h",0.720643186979124,0.0135160967361881,2192039,2193205,"+"
"vnz_24215","DbldCvsWT10h",0.944809685240813,0.0135398159512216,5273923,5275218,"+"
"vnz_24215","DbldCcsWT14h",0.612765840823544,0.0635691326287991,5273923,5275218,"+"
"vnz_29630","DbldCvsWT10h",0.295898751621844,0.580017768341292,6525466,6526659,"+"
"vnz_29630","DbldCcsWT14h",-1.51904649930886,0.013540890928513,6525466,6526659,"+"
"vnz_13105","DbldCvsWT10h",0.656193163152476,0.0135421549866359,2909973,2911301,"+"
"vnz_13105","DbldCcsWT14h",0.0423156877346221,0.854594242997422,2909973,2911301,"+"
"vnz_32665","DbldCvsWT10h",1.06208952790136,0.013595241721481,7239101,7240021,"-"
"vnz_32665","DbldCcsWT14h",-0.759670535804302,0.0339317773473959,7239101,7240021,"-"
"vnz_17380","DbldCvsWT10h",0.381498492838288,0.340613627296359,3840278,3840901,"+"
"vnz_17380","DbldCcsWT14h",-1.08378750365034,0.0136105216435671,3840278,3840901,"+"
"vnz_08470","DbldCvsWT10h",-0.117453929405914,0.588044523969576,1930960,1931427,"-"
"vnz_08470","DbldCcsWT14h",0.578172858314031,0.0137501729343576,1930960,1931427,"-"
"vnz_27985","DbldCvsWT10h",-3.63326083762572,0.0137583581831471,6144977,6145156,"-"
"vnz_27985","DbldCcsWT14h",-0.802239870737517,0.273321654636029,6144977,6145156,"-"
"vnz_15220","DbldCvsWT10h",0.476365447166403,0.298776016029712,3392998,3393915,"-"
"vnz_15220","DbldCcsWT14h",-1.27822279866727,0.0137588333392405,3392998,3393915,"-"
"vnz_05495","DbldCvsWT10h",1.02910485908178,0.0137818738937859,1281834,1282523,"+"
"vnz_05495","DbldCcsWT14h",0.914994497936481,0.0140497740465119,1281834,1282523,"+"
"vnz_16855","DbldCvsWT10h",0.578305534159693,0.0772353840645501,3742509,3743045,"-"
"vnz_16855","DbldCcsWT14h",0.861061906716781,0.0137852806632139,3742509,3743045,"-"
"vnz_13590","DbldCvsWT10h",0.510988977790188,0.025917924475937,3031446,3032060,"-"
"vnz_13590","DbldCcsWT14h",0.565576501107441,0.0138022173208636,3031446,3032060,"-"
"vnz_27330","DbldCvsWT10h",0.486828581147002,0.113123463487838,6005238,6005849,"+"
"vnz_27330","DbldCcsWT14h",0.861531833123101,0.0138022173208636,6005238,6005849,"+"
"vnz_05965","DbldCvsWT10h",0.536448101258435,0.0213800658836663,1376764,1377396,"-"
"vnz_05965","DbldCcsWT14h",0.566350646129098,0.0138145579609874,1376764,1377396,"-"
"vnz_01935","DbldCvsWT10h",0.840089085983947,0.0138707190971282,433115,435130,"+"
"vnz_01935","DbldCcsWT14h",-0.304745318961042,0.291090412327963,433115,435130,"+"
"vnz_10875","DbldCvsWT10h",0.390326344695227,0.120911753168715,2396473,2396898,"-"
"vnz_10875","DbldCcsWT14h",0.675689103563537,0.0138808924120721,2396473,2396898,"-"
"vnz_12565","DbldCvsWT10h",1.20741915410592,0.271552887744608,2796522,2797442,"+"
"vnz_12565","DbldCcsWT14h",3.2229527355427,0.0138808924120721,2796522,2797442,"+"
"vnz_18860","DbldCvsWT10h",-0.0233694559091498,0.978347341950666,4155243,4156253,"-"
"vnz_18860","DbldCcsWT14h",1.37170786895402,0.0138808924120721,4155243,4156253,"-"
"vnz_18965","DbldCvsWT10h",0.288456534698123,0.444749652201952,4175873,4176223,"+"
"vnz_18965","DbldCcsWT14h",1.04800818196276,0.0138927183892899,4175873,4176223,"+"
"vnz_32150","DbldCvsWT10h",1.22284968784975,0.0139100291727666,7119248,7120045,"+"
"vnz_32150","DbldCcsWT14h",0.631063653862732,0.115449842783242,7119248,7120045,"+"
"vnz_05000","DbldCvsWT10h",-0.307799073514861,0.164417423893592,1174666,1176591,"+"
"vnz_05000","DbldCcsWT14h",-0.597283088639975,0.01393129432634,1174666,1176591,"+"
"vnz_04020","DbldCvsWT10h",0.929969819754966,0.0139397515288177,960930,961556,"-"
"vnz_04020","DbldCcsWT14h",0.313462893182544,0.33795393433562,960930,961556,"-"
"vnz_11580","DbldCvsWT10h",-0.384064570508617,0.174438491590046,2559553,2560113,"-"
"vnz_11580","DbldCcsWT14h",-0.760619013986355,0.0139566329005192,2559553,2560113,"-"
"vnz_29270","DbldCvsWT10h",2.50423269497913,0.0977202060475389,6446502,6448199,"-"
"vnz_29270","DbldCcsWT14h",4.39712554245344,0.0139887852055977,6446502,6448199,"-"
"vnz_04525","DbldCvsWT10h",1.11879451371811,0.0140710106780141,1065966,1066565,"-"
"vnz_04525","DbldCcsWT14h",0.0454452290584605,0.913191965413278,1065966,1066565,"-"
"vnz_20240","DbldCvsWT10h",1.46259664005733,0.0141852572494837,4439964,4440290,"+"
"vnz_20240","DbldCcsWT14h",0.645726776526964,0.141178655187082,4439964,4440290,"+"
"vnz_24050","DbldCvsWT10h",0.655013564135364,0.0142067160158642,5237556,5238209,"+"
"vnz_24050","DbldCcsWT14h",-0.0256282991238942,0.914523958996789,5237556,5238209,"+"
"vnz_31530","DbldCvsWT10h",-1.34102143576502,0.0143135289388147,6974499,6976610,"-"
"vnz_31530","DbldCcsWT14h",0.098482144303642,0.82740440510299,6974499,6976610,"-"
"vnz_30860","DbldCvsWT10h",-0.838921978007623,0.0559101527793416,6808047,6808754,"-"
"vnz_30860","DbldCcsWT14h",0.912996378221482,0.0143452933519813,6808047,6808754,"-"
"vnz_26510","DbldCvsWT10h",0.244022886371441,0.294355836457629,5791183,5792178,"+"
"vnz_26510","DbldCcsWT14h",0.633047122493211,0.0143455046062988,5791183,5792178,"+"
"vnz_06485","DbldCvsWT10h",2.95626445767335,0.0143538416965777,1487580,1489046,"-"
"vnz_06485","DbldCcsWT14h",1.30442511844066,0.173995641199324,1487580,1489046,"-"
"vnz_18730","DbldCvsWT10h",0.560864687819102,0.0143653636057765,4128974,4130185,"-"
"vnz_18730","DbldCcsWT14h",0.406789718714914,0.0448831334272592,4128974,4130185,"-"
"vnz_15600","DbldCvsWT10h",0.339617041316437,0.178621692112267,3470063,3471334,"+"
"vnz_15600","DbldCcsWT14h",0.698045980097938,0.0143793315949587,3470063,3471334,"+"
"vnz_08935","DbldCvsWT10h",0.416748146923878,0.114309979857262,2035649,2036782,"-"
"vnz_08935","DbldCcsWT14h",0.707535316827627,0.0143980255853536,2035649,2036782,"-"
"vnz_05215","DbldCvsWT10h",-0.590751512220721,0.0144222798938522,1221288,1222436,"+"
"vnz_05215","DbldCcsWT14h",0.0585114504698157,0.776892876309546,1221288,1222436,"+"
"vnz_24355","DbldCvsWT10h",-0.636494022673286,0.0603637462259862,5299064,5299588,"-"
"vnz_24355","DbldCcsWT14h",-0.871279944492541,0.014458050165819,5299064,5299588,"-"
"vnz_25650","DbldCvsWT10h",-0.184218066043449,0.457557970154017,5608464,5609465,"+"
"vnz_25650","DbldCcsWT14h",-0.672892401789881,0.0145076612005707,5608464,5609465,"+"
"vnz_13070","DbldCvsWT10h",0.571425585927854,0.0145205541484013,2903855,2904823,"-"
"vnz_13070","DbldCcsWT14h",-0.330499752230804,0.0965709161641106,2903855,2904823,"-"
"vnz_15335","DbldCvsWT10h",0.648503189746065,0.0145205541484013,3420820,3422625,"+"
"vnz_15335","DbldCcsWT14h",0.0729525764107213,0.744496026535245,3420820,3422625,"+"
"vnz_19635","DbldCvsWT10h",1.59288765488963,0.0145205541484013,4314885,4315982,"-"
"vnz_19635","DbldCcsWT14h",-0.498889219299295,0.343074007615329,4314885,4315982,"-"
"vnz_29620","DbldCvsWT10h",-0.626254296558671,0.520978667372093,6523428,6524408,"+"
"vnz_29620","DbldCcsWT14h",-5.65865241746059,0.014526986333433,6523428,6524408,"+"
"vnz_36005","DbldCvsWT10h",0.599883895969396,0.081854248842628,8033539,8034408,"-"
"vnz_36005","DbldCcsWT14h",0.915332760222911,0.0145503183237598,8033539,8034408,"-"
"vnz_14740","DbldCvsWT10h",0.805294076498272,0.0145837839626505,3277273,3278322,"-"
"vnz_14740","DbldCcsWT14h",0.283911740141506,0.303959131526003,3277273,3278322,"-"
"vnz_36425","DbldCvsWT10h",0.372438258260042,0.25297889419612,8140764,8141918,"-"
"vnz_36425","DbldCcsWT14h",0.892741017031403,0.0146251823770719,8140764,8141918,"-"
"vnz_05645","DbldCvsWT10h",2.23462988796351,0.0146981796675569,1309571,1310428,"-"
"vnz_05645","DbldCcsWT14h",1.45226289293003,0.0690979575214918,1309571,1310428,"-"
"vnz_17110","DbldCvsWT10h",0.235916818289075,0.335943116341283,3788550,3789431,"-"
"vnz_17110","DbldCcsWT14h",-0.680822059975637,0.0146983033845801,3788550,3789431,"-"
"vnz_24770","DbldCvsWT10h",-0.159759515560704,0.585903681152182,5395686,5395907,"+"
"vnz_24770","DbldCcsWT14h",-0.776373164675893,0.0147218491827373,5395686,5395907,"+"
"vnz_15755","DbldCvsWT10h",0.736201062412857,0.0147338951285435,3507202,3508011,"-"
"vnz_15755","DbldCcsWT14h",-0.124932645654251,0.619366115514039,3507202,3508011,"-"
"vnz_00370","DbldCvsWT10h",0.324518926178654,0.173705876921352,80149,82110,"-"
"vnz_00370","DbldCcsWT14h",-0.618686402194946,0.0147423252808816,80149,82110,"-"
"vnz_36540","DbldCvsWT10h",-0.029961579912913,0.927394438952615,8170087,8170362,"+"
"vnz_36540","DbldCcsWT14h",0.797790412805914,0.0147447867206087,8170087,8170362,"+"
"vnz_24860","DbldCvsWT10h",0.745238012578557,0.0147620409139327,5412725,5413378,"-"
"vnz_24860","DbldCcsWT14h",-0.138024337004503,0.592062296055812,5412725,5413378,"-"
"vnz_35225","DbldCvsWT10h",-0.676510156409291,0.0147869778135745,7845221,7845865,"-"
"vnz_35225","DbldCcsWT14h",-0.409560965072613,0.0778816613477909,7845221,7845865,"-"
"vnz_11800","DbldCvsWT10h",0.605467489045486,0.0148096404554155,2613136,2613945,"-"
"vnz_11800","DbldCcsWT14h",0.232508225547243,0.263907986631908,2613136,2613945,"-"
"vnz_08130","DbldCvsWT10h",0.639371194604729,0.0863532431507034,1857447,1857872,"-"
"vnz_08130","DbldCcsWT14h",1.10509584083793,0.0148187604501248,1857447,1857872,"-"
"vnz_09055","DbldCvsWT10h",0.624081422084071,0.0148211534124348,2064789,2065718,"-"
"vnz_09055","DbldCcsWT14h",0.251483849166176,0.230307519224774,2064789,2065718,"-"
"vnz_19345","DbldCvsWT10h",0.298790988107379,0.256975315528861,4261474,4262502,"-"
"vnz_19345","DbldCcsWT14h",0.71141942938219,0.0148212971650228,4261474,4262502,"-"
"vnz_25465","DbldCvsWT10h",-0.471570589776389,0.432055795380284,5564468,5565571,"+"
"vnz_25465","DbldCcsWT14h",-1.73401759663429,0.0148373100580739,5564468,5565571,"+"
"vnz_19420","DbldCvsWT10h",0.0579478289232195,0.797374636355476,4273240,4274205,"+"
"vnz_19420","DbldCcsWT14h",0.570957461703285,0.0148465200321392,4273240,4274205,"+"
"vnz_35670","DbldCvsWT10h",0.860763451035961,0.0149422714825272,7959197,7959832,"-"
"vnz_35670","DbldCcsWT14h",0.301557589639664,0.274182001784488,7959197,7959832,"-"
"vnz_31345","DbldCvsWT10h",-0.945938612462231,0.0149555545319422,6935538,6936533,"+"
"vnz_31345","DbldCcsWT14h",0.616841573946384,0.0691107147205189,6935538,6936533,"+"
"vnz_08335","DbldCvsWT10h",0.659475034069223,0.0149568014631807,1901284,1901658,"-"
"vnz_08335","DbldCcsWT14h",0.289926201585837,0.200552727062558,1901284,1901658,"-"
"vnz_35675","DbldCvsWT10h",1.10326611016644,0.0149849803264623,7959901,7961502,"+"
"vnz_35675","DbldCcsWT14h",0.322931588215349,0.364583828864055,7959901,7961502,"+"
"vnz_03905","DbldCvsWT10h",-1.19116757863312,0.0408680785609851,937963,939615,"+"
"vnz_03905","DbldCcsWT14h",-1.63892240979321,0.0150359716019774,937963,939615,"+"
"vnz_04685","DbldCvsWT10h",0.0587819343368977,0.846273434721704,1096569,1096901,"-"
"vnz_04685","DbldCcsWT14h",0.767150233214305,0.0150631055825219,1096569,1096901,"-"
"vnz_13255","DbldCvsWT10h",0.0860482355978107,0.721498239629453,2944441,2944857,"-"
"vnz_13255","DbldCcsWT14h",-0.641842566576091,0.0150917500146594,2944441,2944857,"-"
"vnz_33180","DbldCvsWT10h",-0.125683805992941,0.875457193887502,7360453,7361961,"+"
"vnz_33180","DbldCcsWT14h",1.34990429073402,0.0150917500146594,7360453,7361961,"+"
"vnz_20725","DbldCvsWT10h",0.59698354019589,0.0216867725705323,4542209,4543213,"+"
"vnz_20725","DbldCcsWT14h",-0.631401833470141,0.0151100313802017,4542209,4543213,"+"
"vnz_11530","DbldCvsWT10h",1.03083907046254,0.0151130050412671,2550406,2551839,"-"
"vnz_11530","DbldCcsWT14h",0.774835520320023,0.0584584582067728,2550406,2551839,"-"
"vnz_24260","DbldCvsWT10h",0.149779116511326,0.466410634062066,5283901,5284869,"-"
"vnz_24260","DbldCcsWT14h",0.545781606006155,0.0151147233351828,5283901,5284869,"-"
"vnz_04325","DbldCvsWT10h",-0.0795311165127942,0.745075505241757,1026100,1027287,"-"
"vnz_04325","DbldCcsWT14h",0.636996195592275,0.0151149938477927,1026100,1027287,"-"
"vnz_28430","DbldCvsWT10h",0.0723812590388925,0.924405535659526,6247396,6247734,"-"
"vnz_28430","DbldCcsWT14h",1.50024985268071,0.0151277226738932,6247396,6247734,"-"
"vnz_32560","DbldCvsWT10h",-0.51575425697996,0.12716939437878,7216177,7217235,"+"
"vnz_32560","DbldCcsWT14h",-0.81396068366981,0.0151371038736133,7216177,7217235,"+"
"vnz_02790","DbldCvsWT10h",-0.0767063342183365,0.925433795403083,673040,673804,"-"
"vnz_02790","DbldCcsWT14h",-1.94624360828824,0.0151527055507607,673040,673804,"-"
"vnz_09745","DbldCvsWT10h",0.39500134736726,0.150639882758538,2206937,2207704,"+"
"vnz_09745","DbldCcsWT14h",0.726285809149633,0.0151786478440739,2206937,2207704,"+"
"vnz_15920","DbldCvsWT10h",0.73215644418499,0.0189507665343927,3543897,3544919,"-"
"vnz_15920","DbldCcsWT14h",0.738413402734428,0.0151848729948124,3543897,3544919,"-"
"vnz_29540","DbldCvsWT10h",1.53063516165493,0.0151856465612638,6507737,6508066,"+"
"vnz_29540","DbldCcsWT14h",0.774658423814185,0.335705615382212,6507737,6508066,"+"
"vnz_23240","DbldCvsWT10h",0.847706352601173,0.0151893983465219,5055744,5058116,"-"
"vnz_23240","DbldCcsWT14h",0.401692011103042,0.178781885498367,5055744,5058116,"-"
"vnz_08880","DbldCvsWT10h",0.619052000130552,0.0152588401516418,2021323,2021721,"-"
"vnz_08880","DbldCcsWT14h",-0.140989201946187,0.505652900335284,2021323,2021721,"-"
"vnz_10575","DbldCvsWT10h",0.759897790939024,0.0152588401516418,2339243,2339707,"+"
"vnz_10575","DbldCcsWT14h",0.678276798293695,0.0231348969133418,2339243,2339707,"+"
"vnz_21345","DbldCvsWT10h",-0.581356989896812,0.0152823884471741,4679503,4679961,"-"
"vnz_21345","DbldCcsWT14h",-0.429869173637757,0.0460763280068952,4679503,4679961,"-"
"vnz_29120","DbldCvsWT10h",1.0069386904711,0.0152939830043271,6413490,6414371,"+"
"vnz_29120","DbldCcsWT14h",0.39122111246919,0.222346990078796,6413490,6414371,"+"
"vnz_35925","DbldCvsWT10h",0.743709156771592,0.0153172010897788,8016101,8016973,"-"
"vnz_35925","DbldCcsWT14h",0.641018575258815,0.024382371038913,8016101,8016973,"-"
"vnz_15510","DbldCvsWT10h",0.0259070832497132,0.915093213922455,3455534,3456085,"+"
"vnz_15510","DbldCcsWT14h",0.596865451402838,0.0153426796253433,3455534,3456085,"+"
"vnz_09545","DbldCvsWT10h",0.597123565830782,0.0295193259465733,2170739,2172055,"+"
"vnz_09545","DbldCcsWT14h",0.659801503742798,0.0153450430644256,2170739,2172055,"+"
"vnz_21295","DbldCvsWT10h",0.14339667353788,0.510465216523881,4669275,4669664,"+"
"vnz_21295","DbldCcsWT14h",-0.582754687076953,0.0153697060160357,4669275,4669664,"+"
"vnz_06865","DbldCvsWT10h",0.452917564629298,0.0566611514796313,1570295,1571653,"-"
"vnz_06865","DbldCcsWT14h",0.596126945743481,0.0153967476347511,1570295,1571653,"-"
"vnz_11440","DbldCvsWT10h",0.366132520511521,0.106502490613152,2527529,2528770,"-"
"vnz_11440","DbldCcsWT14h",0.585530158350302,0.0154364047561545,2527529,2528770,"-"
"vnz_08085","DbldCvsWT10h",0.5791569268902,0.0154593875574097,1846755,1849241,"-"
"vnz_08085","DbldCcsWT14h",-0.352252880129486,0.0940482294875897,1846755,1849241,"-"
"vnz_13390","DbldCvsWT10h",-0.101790460903438,0.685314764921766,2975527,2976210,"-"
"vnz_13390","DbldCcsWT14h",0.666235417636478,0.0155110610740224,2975527,2976210,"-"
"vnz_20675","DbldCvsWT10h",-1.68252887632291,0.0155344741159363,4529004,4530221,"+"
"vnz_20675","DbldCcsWT14h",0.366043160981036,0.58760192599576,4529004,4530221,"+"
"vnz_29810","DbldCvsWT10h",0.944647093930944,0.0217043541942736,6563760,6564578,"+"
"vnz_29810","DbldCcsWT14h",1.00101339355305,0.0155575712356852,6563760,6564578,"+"
"vnz_07080","DbldCvsWT10h",0.646373028686932,0.0155794135922961,1621122,1622339,"+"
"vnz_07080","DbldCcsWT14h",0.0773122079116546,0.732930794183971,1621122,1622339,"+"
"vnz_01165","DbldCvsWT10h",-0.206303260719228,0.327778733223575,258036,258734,"-"
"vnz_01165","DbldCcsWT14h",0.559840428609986,0.0155870519860559,258036,258734,"-"
"vnz_21410","DbldCvsWT10h",1.07116304125486,0.0156002485496887,4688272,4688904,"-"
"vnz_21410","DbldCcsWT14h",-0.573138252800091,0.129108420949508,4688272,4688904,"-"
"vnz_13750","DbldCvsWT10h",-0.815105313648973,0.0156026124091372,3072970,3073485,"+"
"vnz_13750","DbldCcsWT14h",-0.374128898478691,0.18600264754487,3072970,3073485,"+"
"vnz_13870","DbldCvsWT10h",-1.48694909299627,0.0156234779536033,3100153,3101835,"-"
"vnz_13870","DbldCcsWT14h",1.08888535275476,0.0641163365640033,3100153,3101835,"-"
"vnz_26080","DbldCvsWT10h",1.36659077373442,0.0156564933807071,5697724,5699157,"+"
"vnz_26080","DbldCcsWT14h",0.0852190005620739,0.85920052286918,5697724,5699157,"+"
"vnz_20505","DbldCvsWT10h",-0.273193377521111,0.186190912672562,4494356,4494862,"-"
"vnz_20505","DbldCcsWT14h",0.55585817787018,0.0156696031816749,4494356,4494862,"-"
"vnz_20975","DbldCvsWT10h",-0.920365141098588,0.0177448364297374,4596979,4597383,"+"
"vnz_20975","DbldCcsWT14h",-1.30558342461456,0.0156850081773041,4596979,4597383,"+"
"vnz_27520","DbldCvsWT10h",-0.911168771327033,0.0157128441866562,6050515,6051927,"+"
"vnz_27520","DbldCcsWT14h",0.298476524013884,0.347894011963926,6050515,6051927,"+"
"vnz_20245","DbldCvsWT10h",0.872903183477103,0.0157364952926046,4440287,4440916,"+"
"vnz_20245","DbldCcsWT14h",0.502043601478068,0.0900585813243565,4440287,4440916,"+"
"vnz_34940","DbldCvsWT10h",1.16730342657207,0.0157364952926046,7774188,7774640,"+"
"vnz_34940","DbldCcsWT14h",0.47830496937116,0.190964865171436,7774188,7774640,"+"
"vnz_36500","DbldCvsWT10h",-0.814710317855467,0.0157364952926046,8160770,8161711,"+"
"vnz_36500","DbldCcsWT14h",-0.49575519740239,0.0862534029183061,8160770,8161711,"+"
"vnz_33635","DbldCvsWT10h",0.262835216762977,0.220590473140735,7469033,7469494,"-"
"vnz_33635","DbldCcsWT14h",0.569321664068615,0.0157671215009702,7469033,7469494,"-"
"vnz_32410","DbldCvsWT10h",-0.353725360974946,0.361827907703491,7177877,7178668,"-"
"vnz_32410","DbldCcsWT14h",-1.01397346876806,0.0157715063033343,7177877,7178668,"-"
"vnz_26095","DbldCvsWT10h",0.634519483781886,0.0158141748373016,5701868,5703091,"+"
"vnz_26095","DbldCcsWT14h",0.0730569127179473,0.743833457749604,5701868,5703091,"+"
"vnz_33505","DbldCvsWT10h",0.862292177025921,0.256783439791744,7438744,7439991,"-"
"vnz_33505","DbldCcsWT14h",-1.34188273945771,0.0158182242641442,7438744,7439991,"-"
"vnz_16135","DbldCvsWT10h",-0.942686113957094,0.0158186599569965,3588825,3589322,"+"
"vnz_16135","DbldCcsWT14h",0.0237455568385735,0.947176189097077,3588825,3589322,"+"
"vnz_34755","DbldCvsWT10h",-0.548737269333272,0.0468097781969949,7716511,7717116,"-"
"vnz_34755","DbldCcsWT14h",-0.680097206029796,0.0158205460734525,7716511,7717116,"-"
"vnz_08350","DbldCvsWT10h",0.108038543060582,0.678661515953056,1903669,1904256,"-"
"vnz_08350","DbldCcsWT14h",0.68481904057865,0.0158216696891686,1903669,1904256,"-"
"vnz_21980","DbldCvsWT10h",-0.569601778380228,0.0158297944166356,4785131,4787032,"+"
"vnz_21980","DbldCcsWT14h",-0.482897982171366,0.0299963828855244,4785131,4787032,"+"
"vnz_22015","DbldCvsWT10h",0.0315479812209422,0.914610664357401,4792110,4793612,"+"
"vnz_22015","DbldCcsWT14h",0.696571828785103,0.0158350954522419,4792110,4793612,"+"
"vnz_18135","DbldCvsWT10h",0.622066315005934,0.0200213808251688,4009112,4010491,"+"
"vnz_18135","DbldCcsWT14h",0.638175790656164,0.0159157906815132,4009112,4010491,"+"
"vnz_31620","DbldCvsWT10h",0.814322896175312,0.0159306658784805,6991273,6992430,"+"
"vnz_31620","DbldCcsWT14h",0.735038611452577,0.0200376172750463,6991273,6992430,"+"
"vnz_16895","DbldCvsWT10h",-0.710246532119658,0.0166848329045356,3750454,3751098,"-"
"vnz_16895","DbldCcsWT14h",0.692866308078827,0.0159325811541844,3750454,3751098,"-"
"vnz_10885","DbldCvsWT10h",0.281001444796779,0.182702777913863,2398088,2398537,"+"
"vnz_10885","DbldCcsWT14h",0.574233359547948,0.0159419311891433,2398088,2398537,"+"
"vnz_24250","DbldCvsWT10h",0.149914600856094,0.433187649064254,5281681,5283147,"+"
"vnz_24250","DbldCcsWT14h",0.504653749202261,0.0159592513088082,5281681,5283147,"+"
"vnz_19985","DbldCvsWT10h",0.115574649251242,0.701449812766636,4383492,4383770,"+"
"vnz_19985","DbldCcsWT14h",0.764241757292239,0.0159641626210023,4383492,4383770,"+"
"vnz_21210","DbldCvsWT10h",0.618612244339867,0.0159842125198829,4649691,4650695,"-"
"vnz_21210","DbldCcsWT14h",-0.114104784881865,0.596316390018181,4649691,4650695,"-"
"vnz_20550","DbldCvsWT10h",0.0945289031851166,0.749318547489412,4502389,4503507,"-"
"vnz_20550","DbldCcsWT14h",-0.762483927708783,0.0160240100403701,4502389,4503507,"-"
"vnz_10595","DbldCvsWT10h",-0.432380365768185,0.0426663452996058,2340767,2341183,"+"
"vnz_10595","DbldCcsWT14h",-0.524591139012094,0.0160767734224276,2340767,2341183,"+"
"vnz_26010","DbldCvsWT10h",0.324799874547314,0.149535887638815,5683257,5685449,"+"
"vnz_26010","DbldCcsWT14h",0.580498697308413,0.0161241454908526,5683257,5685449,"+"
"vnz_28970","DbldCvsWT10h",0.408635793079985,0.185789041182132,6388172,6388849,"+"
"vnz_28970","DbldCcsWT14h",0.8277572388694,0.0161434470472651,6388172,6388849,"+"
"vnz_00970","DbldCvsWT10h",-1.0978869033892,0.0161633153947032,219153,219836,"-"
"vnz_00970","DbldCcsWT14h",0.180143647392028,0.651554512730326,219153,219836,"-"
"vnz_12890","DbldCvsWT10h",-0.160575728473768,0.769042768532833,2871233,2871715,"+"
"vnz_12890","DbldCcsWT14h",1.49349469357079,0.0161703123454225,2871233,2871715,"+"
"vnz_05075","DbldCvsWT10h",0.294482376300777,0.208242694801383,1190912,1192102,"-"
"vnz_05075","DbldCcsWT14h",-0.586686867807596,0.0161907765345415,1190912,1192102,"-"
"vnz_25965","DbldCvsWT10h",0.118261187746225,0.570156521793009,5675252,5676004,"+"
"vnz_25965","DbldCcsWT14h",0.540038384139258,0.0162069121721153,5675252,5676004,"+"
"vnz_16065","DbldCvsWT10h",-0.599675246378739,0.0162252993623124,3573352,3574755,"-"
"vnz_16065","DbldCcsWT14h",0.38951163122863,0.0774348750405082,3573352,3574755,"-"
"vnz_30775","DbldCvsWT10h",-1.89731956272765,0.0162252993623124,6791807,6792067,"+"
"vnz_30775","DbldCcsWT14h",-0.156030488459989,0.775170419197438,6791807,6792067,"+"
"vnz_18475","DbldCvsWT10h",-0.64035943454899,0.0236658868110011,4080193,4081359,"+"
"vnz_18475","DbldCcsWT14h",-0.662151787673497,0.016312351138486,4080193,4081359,"+"
"vnz_19525","DbldCvsWT10h",-0.632009525285029,0.0408863603366817,4292448,4293815,"+"
"vnz_19525","DbldCcsWT14h",0.754840180149645,0.016312351138486,4292448,4293815,"+"
"vnz_14315","DbldCvsWT10h",-1.22857890592874,0.0163469164996129,3174227,3175123,"-"
"vnz_14315","DbldCcsWT14h",-0.571600796064914,0.16229740686597,3174227,3175123,"-"
