"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO0084",0.257547264,0.456459193,"WT45h",70777,71235,459,"+"
"SCO0085",0.18248639,0.678706368,"WT45h",71648,72139,492,"-"
"SCO0086",0.004297612,0.990302994,"WT45h",72159,73097,939,"-"
"SCO0087",-0.58722361,0.048569444,"WT45h",73784,74833,1050,"-"
"SCO0088",-0.574535279,0.063033129,"WT45h",74917,75876,960,"-"
"SCO0089",-0.339636564,0.011104027,"WT45h",75856,76893,1038,"+"
"SCO0091",0.164799111,0.186883764,"WT45h",77315,78271,957,"+"
"SCO0095",0.383811099,0.461606323,"WT45h",78983,79702,720,"-"
"SCO0096",-0.779603936,3.85e-05,"WT45h",79839,80690,852,"-"
"SCO0097",-0.513209041,0.012783697,"WT45h",80845,81165,321,"-"
"SCO0098",-1.07958428,1.38e-06,"WT45h",81602,82441,840,"-"
"SCO0101",-0.696319711,0.002779584,"WT45h",83516,84259,744,"-"
"SCO0102",0.683990931,0.00149948,"WT45h",84893,85339,447,"+"
"SCO0103",0.532304813,0.002254112,"WT45h",85336,86643,1308,"+"
"SCO0104",-0.221949253,0.377529263,"WT45h",86640,87311,672,"+"
"SCO0105",1.046065366,1.57e-09,"WT45h",87907,88632,726,"-"
"SCO0106",-0.307332741,0.137436012,"WT45h",89073,89465,393,"+"
"SCO0107",-0.378845738,0.014289396,"WT45h",89486,90043,558,"-"
"SCO0108",0.850418096,0.204172235,"WT45h",90242,90391,150,"+"
"SCO0109",-0.007012125,0.987320213,"WT45h",90395,90865,471,"-"
"SCO0110",0.435030128,0.003356592,"WT45h",90951,91790,840,"-"
"SCO0111",0.472908376,0.345225076,"WT45h",91977,92729,753,"+"
"SCO0112",-2.661234445,0.014478739,"WT45h",92773,92928,156,"-"
"SCO0116",0.24806596,0.223031512,"WT45h",94306,94872,567,"-"
"SCO0117",0.288938595,0.489727868,"WT45h",94989,95681,693,"+"
"SCO0118",-0.803939671,3.44e-19,"WT45h",95989,97518,1530,"+"
"SCO0119",-0.330322032,0.009400607,"WT45h",97760,98281,522,"-"
"SCO0120",-0.160195011,0.29233353,"WT45h",98463,99338,876,"-"
"SCO0121",0.133786698,0.464079632,"WT45h",99335,99949,615,"-"
"SCO0122",-0.150347403,0.344355446,"WT45h",100190,101566,1377,"+"
"SCO0123",-0.278010176,0.135053644,"WT45h",101656,103002,1347,"-"
"SCO0124",0.07350033,0.667387127,"WT45h",103628,104989,1362,"+"
"SCO0125",-0.265760906,0.13275597,"WT45h",105057,106640,1584,"+"
"SCO0126",-0.126407276,0.434034808,"WT45h",106637,112885,6249,"+"
"SCO0127",-0.116541347,0.507189507,"WT45h",112932,119654,6723,"+"
"SCO0128",-0.317538528,0.402812711,"WT45h",119651,119833,183,"+"
"SCO0129",-0.143722346,0.593313459,"WT45h",119841,120215,375,"+"
"SCO0130",0.003647595,0.992191458,"WT45h",120457,121371,915,"+"
"SCO0131",0.430173798,0.419028653,"WT45h",121617,122456,840,"-"
"SCO0132",2.306122372,6.77e-104,"WT45h",122743,125502,2760,"+"
"SCO0133",1.81301876,4.87e-05,"WT45h",125625,126005,381,"-"
"SCO0134",0.77282535,0.026935344,"WT45h",126989,127294,306,"-"
"SCO0135",2.158558762,1.18e-28,"WT45h",127571,128290,720,"+"
"SCO0136",0.882034164,2.76e-08,"WT45h",128634,130184,1551,"-"
"SCO0137",1.278354005,4.34e-14,"WT45h",130201,131001,801,"-"
"SCO0138",1.421785908,0.000223269,"WT45h",131523,132296,774,"+"
"SCO0139",1.994651317,2.67e-06,"WT45h",132327,132647,321,"+"
"SCO0140",1.509381114,6.18e-26,"WT45h",132693,133520,828,"+"
"SCO0141",1.612028443,2.11e-33,"WT45h",133570,134121,552,"-"
"SCO0142",0.808529884,0.000176856,"WT45h",134295,136100,1806,"-"
"SCO0143",-0.165899712,0.576590288,"WT45h",136647,137183,537,"+"
"SCO0144",0.010778436,0.979308624,"WT45h",137197,137556,360,"+"
"SCO0145",-0.114751721,0.56136513,"WT45h",137561,138589,1029,"+"
"SCO0147",-0.297513125,0.262569846,"WT45h",138976,139467,492,"+"
"SCO0148",-0.502479096,0.194100945,"WT45h",139467,139712,246,"+"
"SCO0149",-0.029758094,0.914875396,"WT45h",139703,140299,597,"-"
"SCO0150",-0.138964341,0.664398433,"WT45h",140368,140862,495,"+"
"SCO0151",-0.024710058,0.966909766,"WT45h",141370,141708,339,"+"
"SCO0152",0.089875754,0.826465712,"WT45h",141705,143315,1611,"+"
"SCO0153",-0.235236711,0.38467723,"WT45h",143776,144363,588,"-"
"SCO0154",0.784298989,0.063219127,"WT45h",144704,145366,663,"-"
"SCO0155",0.233100425,0.278948851,"WT45h",145499,146122,624,"+"
"SCO0156",0.793173763,0.01584696,"WT45h",146034,146351,318,"-"
"SCO0157",0.631924902,0.327475044,"WT45h",146603,146980,378,"+"
"SCO0158",1.844965303,1.42e-06,"WT45h",146977,148206,1230,"+"
"SCO0159",2.449547063,3.07e-22,"WT45h",148216,149184,969,"+"
"SCO0160",5.842415885,2.32e-121,"WT45h",149508,150209,702,"-"
"SCO0161",0.15310417,0.782092641,"WT45h",150181,150525,345,"-"
"SCO0162",2.253529408,7.14e-11,"WT45h",150579,151571,993,"+"
"SCO0163",6.311305629,2.94e-139,"WT45h",151749,153275,1527,"+"
"SCO0164",4.715324195,2.45e-75,"WT45h",153398,155728,2331,"+"
"SCO0165",2.891667992,1.98e-35,"WT45h",155707,156120,414,"-"
"SCO0166",4.14620643,1.68e-187,"WT45h",156338,157141,804,"+"
"SCO0167",2.600093602,2.21e-29,"WT45h",157189,158073,885,"-"
"SCO0168",1.36999331,4.56e-07,"WT45h",158732,159304,573,"+"
"SCO0169",1.394513187,2.3e-10,"WT45h",159372,160025,654,"+"
"SCO0170",2.443408128,1.78e-34,"WT45h",160356,161027,672,"-"
"SCO0171",1.95983387,0.000287444,"WT45h",161237,162553,1317,"+"
"SCO0172",7.111536191,6.03e-79,"WT45h",162661,163119,459,"+"
"SCO0173",2.919703225,3.91e-40,"WT45h",163235,164017,783,"-"
"SCO0174",5.152086957,3.32e-37,"WT45h",164023,164994,972,"-"
"SCO0175",0.620022176,0.305503695,"WT45h",165059,165406,348,"-"
"SCO0176",1.591178775,0.065372689,"WT45h",165460,165855,396,"+"
"SCO0177",1.026368987,0.071150343,"WT45h",166033,166614,582,"+"
"SCO0178",1.39600426,0.001228616,"WT45h",166891,167337,447,"+"
"SCO0179",3.23141401,1.32e-46,"WT45h",167444,168514,1071,"-"
"SCO0180",0.885875234,0.016592052,"WT45h",168705,169556,852,"-"
"SCO0181",2.732721436,3.28e-08,"WT45h",169584,170570,987,"-"
"SCO0182",1.083082432,0.117706849,"WT45h",170656,170880,225,"-"
"SCO0183",0.728062241,0.211702016,"WT45h",170911,172158,1248,"+"
"SCO0184",0.914285428,0.070820197,"WT45h",172170,173984,1815,"+"
"SCO0185",2.623282104,7.95e-34,"WT45h",173768,174946,1179,"+"
"SCO0186",4.490146903,3.6e-94,"WT45h",174943,176514,1572,"+"
"SCO0187",4.683799706,5.38e-67,"WT45h",176501,177496,996,"+"
"SCO0188",3.309385171,1.33e-62,"WT45h",177493,178503,1011,"+"
"SCO0189",2.219552849,1.13e-37,"WT45h",178519,180087,1569,"-"
"SCO0190",2.2948944,2.88e-26,"WT45h",180084,180824,741,"-"
"SCO0191",2.161086085,4.42e-32,"WT45h",180821,182038,1218,"-"
"SCO0192",0.933116766,0.002509278,"WT45h",182309,183559,1251,"-"
"SCO0193",-0.01606443,0.977977645,"WT45h",183793,184797,1005,"-"
"SCO0194",-0.073261471,0.914071268,"WT45h",184958,185566,609,"+"
"SCO0195",-0.175007313,0.773920281,"WT45h",185675,186361,687,"+"
"SCO0196",-0.566660613,0.342631371,"WT45h",186483,186887,405,"+"
"SCO0197",-0.835177629,0.022187485,"WT45h",187019,187459,441,"-"
"SCO0198",0.368186902,0.174902363,"WT45h",187992,188858,867,"-"
"SCO0199",0.902197472,0.032136124,"WT45h",188864,189886,1023,"-"
"SCO0200",1.0266547,0.000880059,"WT45h",189925,190830,906,"-"
"SCO0201",0.459131194,0.377883309,"WT45h",190983,191654,672,"-"
"SCO0202",-0.342164864,0.202756009,"WT45h",191919,192848,930,"+"
"SCO0203",0.163342935,0.054069859,"WT45h",192880,194637,1758,"-"
"SCO0204",0.383502424,0.019681318,"WT45h",194760,195461,702,"-"
"SCO0207",0.258842397,0.674598941,"WT45h",196386,196991,606,"-"
"SCO0208",2.79905665,1.92e-26,"WT45h",197221,199917,2697,"+"
"SCO0209",3.53056972,1.67e-17,"WT45h",200024,200428,405,"+"
"SCO0210",1.703167,0.002437278,"WT45h",200728,201369,642,"+"
"SCO0211",1.693539906,0.003542324,"WT45h",201374,202090,717,"+"
"SCO0212",1.480508398,6.7e-05,"WT45h",202370,202843,474,"-"
"SCO0213",1.424388491,0.000279895,"WT45h",202863,204101,1239,"-"
"SCO0214",0.809698032,0.074608,"WT45h",204387,204800,414,"+"
"SCO0215",1.992802576,0.000319393,"WT45h",204881,205888,1008,"-"
"SCO0216",0.138590342,0.596991929,"WT45h",206480,210181,3702,"+"
"SCO0217",0.536712511,0.242377521,"WT45h",210183,211751,1569,"+"
"SCO0218",0.135512997,0.82620109,"WT45h",211748,212551,804,"+"
"SCO0219",0.689801393,0.120740466,"WT45h",212551,213321,771,"+"
"SCO0220",0.26026023,0.625427384,"WT45h",213427,213870,444,"+"
"SCO0222",-0.231463316,0.123890958,"WT45h",214913,215446,534,"+"
"SCO0223",-0.399887615,0.073519984,"WT45h",215443,215559,117,"+"
"SCO0224",-0.925842559,0.000406463,"WT45h",215807,216844,1038,"-"
"SCO0225",-0.968392189,0.013524639,"WT45h",216834,217268,435,"-"
"SCO0226",-1.205670784,3.01e-09,"WT45h",217315,218019,705,"-"
"SCO0227",0.308263079,0.524817111,"WT45h",218418,218780,363,"-"
"SCO0228",0.174923564,0.75276675,"WT45h",218973,219059,87,"+"
"SCO0229",0.344912987,0.048014283,"WT45h",219302,220150,849,"+"
"SCO0230",0.186044588,0.298868368,"WT45h",220150,220764,615,"+"
"SCO0231",0.212598656,0.629513033,"WT45h",221092,221247,156,"-"
"SCO0232",-0.858120013,0.207362738,"WT45h",221414,221599,186,"-"
"SCO0233",0.228949223,0.401924168,"WT45h",221699,222538,840,"-"
"SCO0234",0.384919456,0.504460223,"WT45h",222827,223288,462,"+"
"SCO0235",0.159941314,0.363521784,"WT45h",223294,224232,939,"+"
"SCO0236",0.744442104,0.000230863,"WT45h",224404,225276,873,"-"
"SCO0237",2.033422428,0.000260151,"WT45h",225476,226237,762,"+"
"SCO0238",0.591465461,0.068265058,"WT45h",226481,227008,528,"+"
"SCO0239",0.410145436,0.144162953,"WT45h",227081,228154,1074,"-"
"SCO0240",0.000690185,0.999018598,"WT45h",228714,229649,936,"-"
"SCO0241",0.523851091,0.054062282,"WT45h",229995,230669,675,"+"
"SCO0242",-0.255026116,0.073008641,"WT45h",231022,231465,444,"+"
"SCO0243",-0.062626039,0.755307586,"WT45h",231475,231654,180,"+"
"SCO0244",-0.476861035,0.003652102,"WT45h",232508,233518,1011,"+"
"SCO0245",0.309313488,0.18108477,"WT45h",233854,234873,1020,"-"
"SCO0246",0.366738801,0.007015487,"WT45h",234870,236207,1338,"-"
"SCO0247",-0.65351089,6.57e-09,"WT45h",236782,237807,1026,"+"
"SCO0248",-0.795259595,2.2e-08,"WT45h",237664,238251,588,"-"
"SCO0249",-0.484971243,0.003251427,"WT45h",238280,239794,1515,"-"
"SCO0250",0.240693434,0.163448784,"WT45h",239858,240523,666,"+"
"SCO0251",0.515600111,0.049997972,"WT45h",240559,240843,285,"-"
"SCO0252",-0.278059973,0.221624779,"WT45h",240876,242123,1248,"-"
"SCO0253",-0.531069039,0.010306739,"WT45h",242194,242766,573,"+"
"SCO0254",-0.847473868,9.81e-09,"WT45h",243022,243762,741,"-"
"SCO0255",1.181021582,1.03e-12,"WT45h",243936,245672,1737,"-"
"SCO0256",-0.123391306,0.548125258,"WT45h",245986,246783,798,"+"
"SCO0257",-0.003631785,0.987898138,"WT45h",246868,247869,1002,"+"
"SCO0258",-0.131455517,0.434884734,"WT45h",247871,248680,810,"+"
"SCO0259",-0.039678971,0.826625093,"WT45h",248677,249702,1026,"+"
"SCO0260",1.251635772,1.05e-23,"WT45h",249755,250084,330,"+"
"SCO0261",0.72323329,0.000914244,"WT45h",250164,250691,528,"-"
"SCO0262",0.351290714,0.023677518,"WT45h",250805,251740,936,"+"
"SCO0263",0.478295058,0.04114569,"WT45h",251764,252879,1116,"-"
"SCO0264",0.498475752,0.000140887,"WT45h",252946,253398,453,"+"
"SCO0265",3.049000716,3.95e-194,"WT45h",253499,254290,792,"+"
"SCO0266",2.941477101,4.72e-68,"WT45h",254332,255309,978,"-"
"SCO0267",1.390928026,0.001830522,"WT45h",255311,256087,777,"+"
"SCO0268",-0.251431678,0.154223235,"WT45h",256281,256442,162,"+"
"SCO0269",-0.84165223,1.93e-09,"WT45h",256526,259687,3162,"+"
"SCO0270",-0.461931967,0.024406973,"WT45h",259684,261084,1401,"+"
"SCO0271",0.387994737,0.220134573,"WT45h",261366,262319,954,"+"
"SCO0272",-0.273554943,0.576937333,"WT45h",262330,263220,891,"+"
"SCO0273",-0.189062247,0.572811505,"WT45h",263285,264634,1350,"+"
"SCO0274",-0.181224865,0.622642728,"WT45h",264764,266263,1500,"+"
"SCO0275",-0.065567881,0.738121229,"WT45h",266356,267513,1158,"+"
"SCO0276",-0.95072014,3.98e-12,"WT45h",267585,268838,1254,"+"
"SCO0277",-0.835400128,1.68e-07,"WT45h",269020,269688,669,"-"
"SCO0278",0.144865576,0.702164667,"WT45h",269783,270397,615,"+"
"SCO0279",-0.240564274,0.182836672,"WT45h",270477,271748,1272,"+"
"SCO0280",-0.665221428,0.009335144,"WT45h",271768,272469,702,"-"
"SCO0281",-0.633413773,0.118887543,"WT45h",272466,272834,369,"-"
"SCO0282",-0.000979324,0.993472612,"WT45h",272892,273656,765,"+"
"SCO0283",0.790391218,0.02155065,"WT45h",274101,274595,495,"-"
"SCO0284",0.843050924,0.000287035,"WT45h",274763,276805,2043,"+"
"SCO0285",2.61375401,1.15e-63,"WT45h",276938,278827,1890,"+"
"SCO0286",0.524782196,0.007551158,"WT45h",278910,279416,507,"-"
"SCO0287",0.333221274,0.064078216,"WT45h",279691,280695,1005,"+"
"SCO0288",-0.273960411,0.272448516,"WT45h",280692,281132,441,"-"
"SCO0289",-0.26759757,0.074932571,"WT45h",281129,282157,1029,"-"
"SCO0290",0.196018502,0.698224313,"WT45h",282491,283801,1311,"+"
"SCO0291",0.014995467,0.977004972,"WT45h",283798,284700,903,"+"
"SCO0292",-0.4632793,0.220556329,"WT45h",284702,285598,897,"+"
"SCO0293",-0.439497157,0.131856941,"WT45h",285714,288104,2391,"+"
"SCO0294",-0.439578974,0.050700315,"WT45h",288187,288840,654,"-"
"SCO0295",0.231320903,0.355691745,"WT45h",288987,290456,1470,"-"
"SCO0296",0.164263519,0.5216478,"WT45h",290584,291165,582,"+"
"SCO0297",-2.188673933,2.73e-38,"WT45h",291315,292592,1278,"+"
"SCO0298",-0.963946497,1.39e-11,"WT45h",292656,293519,864,"-"
"SCO0299",-1.089845542,2.77e-08,"WT45h",293613,294497,885,"+"
"SCO0300",-1.319893951,1.32e-22,"WT45h",294494,296305,1812,"-"
"SCO0301",-1.045521414,0.000447605,"WT45h",296471,297499,1029,"+"
"SCO0302",-0.497822915,0.00026558,"WT45h",297515,298108,594,"-"
"SCO0303",-0.509597808,0.406626737,"WT45h",298105,298311,207,"-"
"SCO0304",-0.220643814,0.646346942,"WT45h",298468,298836,369,"-"
"SCO0305",-0.853677582,1.32e-13,"WT45h",299213,302092,2880,"+"
"SCO0307",-0.144682105,0.577277116,"WT45h",303084,303971,888,"+"
"SCO0308",-0.889868614,2.45e-09,"WT45h",304026,305429,1404,"+"
"SCO0309",-0.48748588,0.021083971,"WT45h",305537,306625,1089,"-"
"SCO0310",-0.847182532,4.05e-06,"WT45h",306816,307466,651,"-"
"SCO0311",1.195994984,0.04272187,"WT45h",307575,309131,1557,"+"
"SCO0312",-0.262843053,0.579463966,"WT45h",309147,310316,1170,"+"
"SCO0313",0.260212831,0.607796443,"WT45h",310378,311727,1350,"+"
"SCO0314",-0.195137779,0.617816099,"WT45h",311724,313670,1947,"+"
"SCO0315",0.69683211,0.002208513,"WT45h",313697,315055,1359,"-"
"SCO0316",0.688633832,0.00120471,"WT45h",315254,316921,1668,"-"
"SCO0317",0.472502029,0.010041604,"WT45h",316975,318237,1263,"-"
"SCO0318",0.19230741,0.704077158,"WT45h",318329,319345,1017,"-"
"SCO0319",-3.430620437,5.24e-15,"WT45h",319499,320008,510,"-"
"SCO0320",-3.820367256,1.1e-20,"WT45h",320110,320583,474,"+"
"SCO0321",-2.376940468,2.85e-23,"WT45h",320699,322255,1557,"+"
"SCO0322",0.451732683,0.037193296,"WT45h",322244,323938,1695,"-"
"SCO0323",0.644661651,9.08e-12,"WT45h",324467,325069,603,"-"
"SCO0324",0.884633775,5.65e-25,"WT45h",325238,327616,2379,"-"
"SCO0325",2.535845461,0.012857088,"WT45h",327899,328264,366,"+"
"SCO0326",1.744872476,7.04e-20,"WT45h",328333,329301,969,"+"
"SCO0329",1.160518725,6.09e-11,"WT45h",330235,331365,1131,"+"
"SCO0330",1.127323284,1.55e-05,"WT45h",331504,332253,750,"+"
"SCO0331",1.525676574,2.23e-07,"WT45h",332311,333210,900,"+"
"SCO0332",0.277715851,0.298149756,"WT45h",333529,334149,621,"+"
"SCO0333",0.379212752,0.103669527,"WT45h",334223,335734,1512,"-"
"SCO0334",0.006483219,0.989991151,"WT45h",335948,336292,345,"+"
"SCO0335",1.078943563,2.04e-08,"WT45h",336333,339467,3135,"+"
"SCO0336",1.010126461,0.000386914,"WT45h",339521,340630,1110,"-"
"SCO0337",0.101572176,0.59334989,"WT45h",340752,341318,567,"+"
"SCO0338",-0.705656765,0.007219269,"WT45h",341370,341909,540,"-"
"SCO0339",-1.09631253,0.00298836,"WT45h",341992,342561,570,"+"
"SCO0340",-0.832041004,0.000471702,"WT45h",342578,343165,588,"-"
"SCO0341",0.612696871,0.199266649,"WT45h",343234,345663,2430,"-"
"SCO0342",0.559197701,0.118604399,"WT45h",345817,347706,1890,"-"
"SCO0343",-0.202551454,0.734247295,"WT45h",347814,348083,270,"+"
"SCO0344",0.128500541,0.590442681,"WT45h",348137,349381,1245,"+"
"SCO0345",0.615534129,0.000762864,"WT45h",349419,350201,783,"-"
"SCO0346",1.861097555,1.65e-08,"WT45h",350474,351352,879,"+"
"SCO0347",0.978936492,4.72e-05,"WT45h",351529,352779,1251,"+"
"SCO0348",0.993967114,0.00011686,"WT45h",352776,353795,1020,"+"
"SCO0349",0.290842735,0.453724709,"WT45h",353801,354805,1005,"+"
"SCO0350",0.567596479,0.095065563,"WT45h",354802,355686,885,"+"
"SCO0351",0.346682014,0.302073237,"WT45h",355683,357158,1476,"+"
"SCO0352",0.277066712,0.309765003,"WT45h",357209,358477,1269,"+"
"SCO0353",-0.040408076,0.910145568,"WT45h",358481,359392,912,"+"
"SCO0354",0.506963914,0.184232871,"WT45h",359389,360231,843,"+"
"SCO0355",-0.051652075,0.926752833,"WT45h",360305,360646,342,"+"
"SCO0356",0.054390874,0.86461011,"WT45h",360674,361465,792,"+"
"SCO0357",0.122267251,0.360506342,"WT45h",361759,362478,720,"-"
"SCO0358",-0.181432009,0.316898736,"WT45h",362635,363777,1143,"+"
"SCO0359",-0.159833221,0.413009519,"WT45h",363774,364496,723,"+"
"SCO0360",-0.353860226,0.002751602,"WT45h",364559,365551,993,"-"
"SCO0361",0.017933552,0.934998381,"WT45h",365623,366795,1173,"-"
"SCO0362",0.09010625,0.841037132,"WT45h",366935,368146,1212,"+"
"SCO0363",-0.014998936,0.978620226,"WT45h",368143,369252,1110,"+"
"SCO0364",0.29569366,0.547493447,"WT45h",369249,370055,807,"+"
"SCO0365",-0.490143125,0.294881707,"WT45h",370066,370812,747,"+"
"SCO0366",0.178385291,0.661907885,"WT45h",370809,371876,1068,"+"
"SCO0367",1.697860902,1.59e-06,"WT45h",371921,372478,558,"-"
"SCO0368",0.158196444,0.207490625,"WT45h",373045,374001,957,"+"
"SCO0369",0.939158182,0.001101348,"WT45h",373998,377255,3258,"-"
"SCO0370",0.633854296,0.105438268,"WT45h",377286,380690,3405,"-"
"SCO0371",0.7165115,0.0947985,"WT45h",380751,383360,2610,"-"
"SCO0372",-0.144047627,0.66814723,"WT45h",383578,386592,3015,"-"
"SCO0373",0.125031319,0.677044898,"WT45h",386761,387360,600,"-"
"SCO0374",0.180592349,0.11191677,"WT45h",387750,389519,1770,"+"
"SCO0375",0.248089716,0.09540228,"WT45h",389531,391123,1593,"-"
"SCO0376",1.500951213,3.88e-16,"WT45h",391232,391834,603,"+"
"SCO0377",3.63682975,2.39e-128,"WT45h",391950,392483,534,"-"
"SCO0378",5.286951388,1.28e-210,"WT45h",392484,393218,735,"-"
"SCO0379",1.212438657,2.25e-25,"WT45h",393498,394961,1464,"+"
"SCO0380",1.246867762,1.07e-18,"WT45h",395065,395460,396,"+"
"SCO0381",-1.56388179,4.37e-42,"WT45h",395939,397414,1476,"+"
"SCO0382",-1.519555127,1.65e-47,"WT45h",397485,398810,1326,"+"
"SCO0383",-1.66417176,3.41e-51,"WT45h",398881,400104,1224,"+"
"SCO0384",-1.74774814,3.15e-56,"WT45h",400179,401468,1290,"+"
"SCO0385",-1.814739155,1.11e-57,"WT45h",401465,403030,1566,"+"
"SCO0386",-1.817418244,1.35e-60,"WT45h",403034,404968,1935,"+"
"SCO0387",-2.022278314,1.03e-71,"WT45h",405070,407250,2181,"+"
"SCO0388",-2.036121259,1.49e-53,"WT45h",407253,409214,1962,"+"
"SCO0389",-1.770303212,2.84e-39,"WT45h",409237,410772,1536,"+"
"SCO0390",-1.580467409,2.29e-25,"WT45h",410774,412006,1233,"+"
"SCO0391",-1.821686977,7.82e-52,"WT45h",412009,413250,1242,"+"
"SCO0392",-2.003647958,5.03e-76,"WT45h",413247,414497,1251,"+"
"SCO0393",-2.015063182,2.41e-76,"WT45h",414494,415303,810,"+"
"SCO0394",-2.090924552,3.94e-79,"WT45h",415300,415947,648,"+"
"SCO0395",-1.842672045,4.93e-81,"WT45h",415951,416976,1026,"+"
"SCO0396",-1.857126197,1.32e-93,"WT45h",416973,418247,1275,"+"
"SCO0397",-1.859797442,1.81e-45,"WT45h",418253,419542,1290,"+"
"SCO0398",-1.867420828,6.03e-61,"WT45h",419539,420486,948,"+"
"SCO0399",-2.001581541,1.46e-76,"WT45h",420492,421715,1224,"+"
"SCO0400",-2.100873133,4.12e-74,"WT45h",421712,422263,552,"+"
"SCO0401",-1.84488076,2.23e-55,"WT45h",422271,423596,1326,"+"
"SCO0402",-0.770927834,9.2e-14,"WT45h",423654,424406,753,"-"
"SCO0403",0.971980625,4.17e-08,"WT45h",424609,425226,618,"-"
"SCO0404",-0.385672966,0.006769876,"WT45h",425243,425983,741,"+"
"SCO0405",-0.865303937,9.85e-17,"WT45h",426015,426833,819,"-"
"SCO0406",0.195586507,0.573938651,"WT45h",426893,427606,714,"+"
"SCO0407",0.76760758,0.000127813,"WT45h",427610,428614,1005,"+"
"SCO0408",-0.921051337,1.86e-05,"WT45h",428615,429403,789,"+"
"SCO0409",1.142558853,2.61e-13,"WT45h",429492,429956,465,"-"
"SCO0410",2.678889481,3.39e-88,"WT45h",430071,431321,1251,"-"
"SCO0411",1.111084867,3.25e-15,"WT45h",431327,431551,225,"+"
"SCO0412",0.651150413,6.07e-09,"WT45h",431551,431934,384,"+"
"SCO0413",0.301722138,0.009774238,"WT45h",431962,432564,603,"-"
"SCO0414",-0.052851357,0.700672751,"WT45h",432617,433513,897,"-"
"SCO0415",0.966334701,0.007015487,"WT45h",433615,433977,363,"+"
"SCO0416",1.220246648,8.37e-09,"WT45h",433984,434589,606,"-"
"SCO0417",-0.348349646,0.098881605,"WT45h",434651,435397,747,"-"
"SCO0418",1.626117694,0.015210448,"WT45h",435456,436103,648,"+"
"SCO0419",0.22911326,0.168138736,"WT45h",436235,437224,990,"+"
"SCO0420",0.00484228,0.97408216,"WT45h",437253,438287,1035,"-"
"SCO0421",2.041265015,2.06e-16,"WT45h",438329,438988,660,"-"
"SCO0422",1.635383239,8.81e-19,"WT45h",438997,440190,1194,"-"
"SCO0423",0.728108333,0.004381563,"WT45h",440282,442579,2298,"-"
"SCO0424",2.745711181,9.25e-08,"WT45h",442700,443191,492,"+"
"SCO0425",1.665110593,5.86e-15,"WT45h",443293,444243,951,"-"
"SCO0426",-0.517701364,0.262569846,"WT45h",444441,444671,231,"+"
"SCO0427",0.229097916,0.194982225,"WT45h",444752,445588,837,"+"
"SCO0428",-0.254429078,0.317195611,"WT45h",445611,446144,534,"+"
"SCO0429",-0.40048355,0.043904323,"WT45h",446214,447161,948,"-"
"SCO0430",0.530275115,0.005666688,"WT45h",447185,447868,684,"+"
"SCO0431",0.213661552,0.331130565,"WT45h",447890,449218,1329,"-"
"SCO0432",-0.502190575,0.000663744,"WT45h",449515,453252,3738,"+"
"SCO0433",0.39832833,0.047319102,"WT45h",453370,454374,1005,"+"
"SCO0434",1.427121509,1.82e-08,"WT45h",454546,456195,1650,"+"
"SCO0435",1.861069875,8.18e-08,"WT45h",456192,457397,1206,"+"
"SCO0436",6.131728105,5.25e-17,"WT45h",457484,457654,171,"+"
"SCO0437",5.984688599,2.91e-20,"WT45h",457670,458695,1026,"-"
"SCO0438",2.872296465,8.32e-05,"WT45h",458695,459345,651,"-"
"SCO0439",1.671347083,1.15e-06,"WT45h",459393,460367,975,"-"
"SCO0440",0.986660285,0.011000387,"WT45h",460364,461083,720,"-"
"SCO0441",0.745718693,0.000225943,"WT45h",461350,462102,753,"+"
"SCO0442",1.533762816,1.08e-10,"WT45h",462099,462857,759,"+"
"SCO0443",1.298199424,5.33e-10,"WT45h",462854,463711,858,"+"
"SCO0444",1.355701945,6.78e-12,"WT45h",463698,464099,402,"-"
"SCO0445",3.775406403,5.06e-80,"WT45h",464207,465502,1296,"-"
"SCO0446",1.670952691,0.002273817,"WT45h",465496,465861,366,"-"
"SCO0447",0.46988273,0.056687868,"WT45h",465990,466436,447,"+"
"SCO0449",3.895626784,1.1e-31,"WT45h",468153,469232,1080,"+"
"SCO0450",6.251726429,3.43e-109,"WT45h",469315,470304,990,"-"
"SCO0451",3.418291244,1.69e-66,"WT45h",470355,471209,855,"-"
"SCO0452",0.288251447,0.053153821,"WT45h",471415,472314,900,"+"
"SCO0453",0.539563175,0.083345835,"WT45h",472458,473747,1290,"+"
"SCO0454",-0.333095534,0.431004216,"WT45h",473848,474789,942,"+"
"SCO0455",0.042408721,0.922067149,"WT45h",474804,475631,828,"+"
"SCO0456",-0.12043333,0.741394605,"WT45h",475628,476671,1044,"+"
"SCO0457",0.14898683,0.573898847,"WT45h",476738,478672,1935,"+"
"SCO0458",-0.107007531,0.751583799,"WT45h",478669,480957,2289,"+"
"SCO0459",2.076585052,7.43e-19,"WT45h",481012,481791,780,"+"
"SCO0460",0.232830856,0.12531838,"WT45h",481810,482319,510,"-"
"SCO0461",-0.365749186,0.013871152,"WT45h",482456,483325,870,"+"
"SCO0462",-0.464537109,0.001188811,"WT45h",483338,484267,930,"-"
"SCO0463",1.07133889,5.01e-11,"WT45h",484318,484932,615,"+"
"SCO0464",3.503878858,1.1e-69,"WT45h",484973,486670,1698,"-"
"SCO0465",4.659897659,1.63e-123,"WT45h",486684,487514,831,"-"
"SCO0466",1.575648041,7.26e-24,"WT45h",487618,488601,984,"+"
